halfYear,isHoliday,partOfDay,weatherA,weatherB,SA2_Name,SA3_Name,trafficCount,population,crashesCount
2019H1,0,Day,Heavy rain,Null,Kaipara Hills,Rodney East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Kawakawa Bay-Orere,Franklin North,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Kingseat-Karaka,Franklin Central,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Mangere Bridge,Mangere Bridge,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Mangere Mascot,Mangere ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Maraetai,Maraetai,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Mount Eden East,Mount Eden  ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Mount Wellington Industrial,Mount Wellington,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Mount Wellington South West,Mount Wellington,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Newmarket,Newmarket,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Northcote Central (Auckland),Northcote (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Northcote Tuff Crater,Northcote (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Orakei East,Orakei,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Orakei West,Orakei,4967806.0497237565,1563250.0,3
2019H1,0,Day,Heavy rain,Null,Otahuhu Central,Otahuhu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Otahuhu East,Otahuhu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Papakura Kelvin,Papakura,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Papatoetoe East,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Paremoremo East,Paremoremo,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Patumahoe Rural,Patumahoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Penrose,Penrose,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Point Chevalier West,Point Chevalier,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Puhinui North,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Puhoi Valley,Rodney East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Remuera Abbotts Park,Remuera,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Remuera South,Remuera,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Rosebank Peninsula,Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Rowandale West,Manurewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Saint Marys Bay,Saint Marys Bay,4967806.0497237565,1563250.0,2
2019H1,0,Day,Heavy rain,Null,Silverdale Central (Auckland),Silverdale (Auckland),4967806.0497237565,1563250.0,2
2019H1,0,Day,Heavy rain,Null,Sunnynook South,Sunnynook ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Symonds Street West,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Takanini Industrial,Takanini ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Heavy rain,Null,Takanini South,Takanini ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Takanini West,Takanini ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Te Atatu Peninsula West,Te Atatu Peninsula,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Te Atatu South-McLeod North,Te Atatu South,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Wainui-Waiwera,Rodney East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Westmere South-Western Springs,Westmere ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Null,Wiri West,Wiri,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Strong wind,Ardmore,Franklin Central,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Strong wind,Manukau Central,Manukau,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Strong wind,Northcote South (Auckland),Northcote (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Strong wind,Orakei West,Orakei,4967806.0497237565,1563250.0,1
2019H1,0,Day,Heavy rain,Strong wind,Quay Street-Customs Street,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Frost,Avondale North West (Auckland),Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Frost,Conifer Grove East,Conifer Grove,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Frost,Half Moon Bay North East,Half Moon Bay,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Frost,Hingaia,Karaka,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Albany South,Albany,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Alfriston,Alfriston,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Aorere Central,Mangere East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Ararimu,Hunua-Ararimu,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Ardmore,Franklin Central,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Auckland Airport,Mangere ,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Auckland-University,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Avondale Central (Auckland),Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Avondale North East (Auckland),Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Balmoral,Mount Eden  ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Baverstock,Flat Bush,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Bayview East (Auckland),Bayview (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Beach Haven East,Beach Haven ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Birkenhead North,Birkenhead ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Blockhouse Bay Central,Blockhouse Bay ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Bombay Hills,Franklin Central,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Botany Central,East Tamaki,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Botany Downs West,Botany Downs,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Browns Bay Central,Browns Bay,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Bucklands Beach Central,Bucklands Beach ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Clarks Beach,Franklin West,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Clendon Park West,Clendon Park ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Clevedon,Franklin North,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Clover Park East,Clover Park ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Conifer Grove East,Conifer Grove,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Dairy Flat North,Dairy Flat,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Devonport,Devonport,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Dome Valley-Matakana,Rodney North,4967806.0497237565,1563250.0,6
2019H1,0,Day,Light rain,Null,Drury East,Drury,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,East Tamaki,East Tamaki,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Eden Terrace,Eden Terrace,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Eden Valley,Mount Eden  ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Ellerslie Central,Ellerslie,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Ellerslie South,Ellerslie,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Epsom East,Epsom ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Epsom North,Epsom ,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Epsom South,Epsom ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Forrest Hill East,Forrest Hill ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Forrest Hill West,Forrest Hill ,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Freemans Bay,Freemans Bay,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Glen Eden West,Glen Eden,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Glen Innes West,Glen Innes-Wai O Taiki Bay,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Glenavon,Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Glendene South,Glendene,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Glenfield Central,Glenfield ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Glenfield South West,Glenfield ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Glenfield West,Glenfield ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Goodwood Heights West,Goodwood Heights,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Grafton,Grafton,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Grafton West,Grafton,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Grange,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Greenhithe South,Greenhithe,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Greenhithe West,Greenhithe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Greenlane Central,Greenlane ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Greenlane North,Greenlane ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Grey Lynn East,Grey Lynn ,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Grey Lynn West,Grey Lynn ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Hamilton Estate,Waiuku,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Harania South,Mangere East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Henderson Central,Henderson,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Henderson Lincoln East,Henderson,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Henderson Lincoln South,Henderson,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Henderson Valley,Waitakere East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hillcrest North (Auckland),Hillcrest (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hillcrest West (Auckland),Hillcrest (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hillpark North,Hillpark,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hillsborough Central (Auckland),Hillsborough (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hilltop (Auckland),Flat Bush,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hobson Ridge North,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Hobsonville,Hobsonville,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Homai West,Manurewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Howick East,Howick,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Huntington Park,East Tamaki,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Karaka Creek,Franklin West,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Karangahape East,Auckland City Centre,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Kaukapakapa Rural,Kaukapakapa-Waitoki,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Kingseat-Karaka,Franklin Central,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Kingsland,Kingsland,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Kohimarama Bay,Kohimarama,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Kumeu Rural East,Kumeu,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Kumeu Rural West,Kumeu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mangere Bridge,Mangere Bridge,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mangere Central,Mangere ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mangere Mascot,Mangere ,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Mangere South,Mangere ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Manukau Central,Manukau,4967806.0497237565,1563250.0,5
2019H1,0,Day,Light rain,Null,Manurewa Central,Manurewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Manurewa South,Manurewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Maraetai,Maraetai,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Massey Road North,Mangere East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Massey Road West,Mangere East,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Middlefield,East Tamaki Heights,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mission Bay Eastridge,Mission Bay,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Morningside (Auckland),Morningside (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mount Eden East,Mount Eden  ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mount Eden North East,Mount Eden  ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mount Roskill Central North,Mount Roskill,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mount Wellington Ferndale,Mount Wellington,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Mount Wellington Hamlin,Mount Wellington,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Mount Wellington Industrial,Mount Wellington,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Mount Wellington West,Mount Wellington,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,New Lynn Central,New Lynn ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,New Lynn North,New Lynn ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,New Windsor North,New Windsor ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Newmarket,Newmarket,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Northcote Tuff Crater,Northcote (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Onehunga-Te Papapa Industrial,Onehunga,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Orakei West,Orakei,4967806.0497237565,1563250.0,7
2019H1,0,Day,Light rain,Null,Oratia,Waitakere East,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Orewa South,Orewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Ormiston North,Flat Bush,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Otahuhu Central,Otahuhu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Otahuhu North West,Otahuhu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Otahuhu South,Otahuhu,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Otahuhu South West,Otahuhu,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Otara Central,Otara,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Otara East,Otara,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Otara South,Otara,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Otara South West,Otara,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Otara West,Otara,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Oteha East,Oteha ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Oteha West,Oteha ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Owairaka West,Mount Albert,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Pakuranga Central,Pakuranga,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Pakuranga Heights East,Pakuranga Heights ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Pakuranga Heights South West,Pakuranga Heights ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Pakuranga North,Pakuranga,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Papakura Central,Papakura,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Papakura East,Papakura,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Papakura Eastburn,Papakura,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Papakura West,Papakura,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Papatoetoe Central East,Papatoetoe,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Papatoetoe North,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Papatoetoe South,Papatoetoe,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Papatoetoe South West,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Paremoremo East,Paremoremo,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Parnell West,Parnell,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Penrose,Penrose,4967806.0497237565,1563250.0,5
2019H1,0,Day,Light rain,Null,Piha,Waitakere West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Pinehill South,Pinehill,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Ponsonby West,Ponsonby,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Puhinui East,Manukau,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Puhinui South,Papatoetoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Puhoi Valley,Rodney East,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Pukekohe Central,Pukekohe Centre,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Pukekohe North,Pukekohe North West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Pukekohe North West,Pukekohe North West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Puni,Patumahoe,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Quay Street-Customs Street,Auckland City Centre,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Ramarama,Franklin Central,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Ranui North,Ranui (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Redcastle,East Tamaki,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Remuera South,Remuera,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Remuera Waitaramoa,Remuera,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Rosebank Peninsula,Avondale (Auckland),4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Rosehill,Rosehill,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Rothesay Bay,Rothesay Bay,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Rowandale West,Manurewa,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Royal Oak East (Auckland),Royal Oak (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Runciman,Franklin Central,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Saint Heliers South,Saint Heliers ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Saint Marys Bay,Saint Marys Bay,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Sandringham East,Sandringham ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Sandringham West,Sandringham ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Sandspit,Mahurangi Peninsula,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Shortland Street,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Silverdale Central (Auckland),Silverdale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Snells Beach,Mahurangi Peninsula,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,St Lukes,Mount Albert,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Stonefields West,Stonefields,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Summerland North,Henderson,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Swanson Rural,Waitakere East,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Sylvia Park,Mount Wellington,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Symonds Street East,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Symonds Street North West,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Takanini Central,Takanini ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Takanini Industrial,Takanini ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Takanini North,Takanini ,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Takapuna Central,Takapuna,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Takapuna West,Takapuna,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Tamakae,Waiuku,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Tamaki East,Panmure,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Tamaki West,Panmure,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Taupaki,Taupaki,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Te Atatu South-Edmonton,Te Atatu South,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Te Papapa,Onehunga,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Te Puru,Beachlands,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,The Gardens (Auckland),The Gardens (Auckland),4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Three Kings North,Three Kings,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Three Kings South,Three Kings,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Titirangi East,Titirangi,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Titirangi South,Titirangi,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Totara Vale South,Totara Vale ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Turanga,Franklin North,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Victoria Park,Auckland City Centre,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Waihoehoe,Franklin Central,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Waikoukou Valley,Helensville,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Waima-Woodlands Park,Titirangi,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Waimauku,Rodney West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Wainui-Waiwera,Rodney East,4967806.0497237565,1563250.0,4
2019H1,0,Day,Light rain,Null,Waitakere,Waitakere West,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Waitoki,Kaukapakapa-Waitoki,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Warkworth East,Warkworth,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,Warkworth West,Warkworth,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Waterview,Waterview,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Wattle Downs West,Wattle Downs,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Wesley South,Wesley,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Null,West Harbour West,West Harbour,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Westgate South,Westgate,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Westmere South-Western Springs,Westmere ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Whenuapai,Whenuapai,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Windsor Park,Windsor Park,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Wiri East,Wiri,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Null,Wiri West,Wiri,4967806.0497237565,1563250.0,3
2019H1,0,Day,Light rain,Null,Wynyard-Viaduct,Auckland City Centre,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Avondale Rosebank (Auckland),Avondale (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Clarks Beach,Franklin West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Conifer Grove East,Conifer Grove,4967806.0497237565,1563250.0,2
2019H1,0,Day,Light rain,Strong wind,Eden Terrace,Eden Terrace,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Kawakawa Bay-Orere,Franklin North,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Muriwai Valley-Bethells Beach,Rodney West,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,New Lynn Central,New Lynn ,4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Northcote Point (Auckland),Northcote Point (Auckland),4967806.0497237565,1563250.0,1
2019H1,0,Day,Light rain,Strong wind,Pakuranga Heights East,Pakuranga Heights ,4967806.0497237565,1563250.0,1
