date,SA22023_V1_00,SA32023_V1_00,weatherA,weatherB,light
2024-06-05,153400,51890,Light rain,None,night
2024-06-05,118400,50640,Light rain,None,day
2024-06-05,153500,51980,Light rain,None,day
2024-06-05,158200,52000,Fine,None,night
2024-06-05,158102,52000,Fine,None,night
2024-06-05,153500,51980,Light rain,None,night
2024-06-05,118400,50640,Light rain,None,night
2024-06-05,153700,51920,Fine,None,night
2024-06-05,158401,52060,Light rain,None,day
2024-06-05,164900,52320,Fine,None,night
2024-06-05,157901,52020,Light rain,None,day
2024-06-05,118100,50620,Light rain,None,day
2024-06-05,118001,50860,Light rain,None,day
2024-06-05,157901,52020,Light rain,None,night
2024-06-05,157800,52000,Fine,None,day
2024-06-05,154101,51990,Light rain,None,day
2024-06-05,116200,50550,Light rain,None,day
2024-06-05,154001,51990,Light rain,None,night
2024-06-05,154101,51990,Light rain,None,night
2024-06-05,118001,50860,Light rain,None,night
2024-06-05,157702,52020,Light rain,None,day
2024-06-05,157702,52020,Light rain,None,night
2024-06-05,112200,50460,Light rain,None,night
2024-06-05,154201,51990,Light rain,None,day
2024-06-05,116200,50550,Light rain,None,night
2024-06-05,164601,51970,Mist or Fog,None,day
2024-06-05,157800,52000,Fine,None,night
2024-06-05,118300,50710,Light rain,None,night
2024-06-05,118800,50930,Light rain,None,night
2024-06-05,152300,51820,Light rain,None,night
2024-06-05,155301,51930,Fine,None,night
2024-06-05,156500,51990,Light rain,None,day
2024-06-05,116900,50680,Light rain,None,night
2024-06-05,116900,50680,Light rain,None,day
2024-06-05,156400,51860,Light rain,None,night
2024-06-05,155401,51820,Fine,None,night
2024-06-05,164700,52320,Fine,None,night
2024-06-05,156400,51860,Light rain,None,day
2024-06-05,155401,51820,Fine,None,day
2024-06-05,164603,51970,Mist or Fog,None,night
2024-06-05,155500,52030,Light rain,None,night
2024-06-05,156301,51940,Fine,None,day
2024-06-05,117202,50670,Light rain,None,night
2024-06-05,157701,52020,Light rain,None,day
2024-06-05,116300,50630,Light rain,None,night
2024-06-05,155301,51930,Fine,None,day
2024-06-05,155200,51820,Fine,None,day
2024-06-05,117300,50620,Light rain,None,night
2024-06-05,117300,50620,Light rain,None,day
2024-06-05,155500,52030,Light rain,None,day
2024-06-05,117202,50670,Light rain,None,day
2024-06-05,117400,50620,Light rain,None,day
2024-06-05,117001,50890,Light rain,None,night
2024-06-05,155000,51860,Light rain,None,day
2024-06-05,156700,51990,Light rain,None,night
2024-06-05,116801,50670,Light rain,None,day
2024-06-05,154201,51990,Light rain,None,night
2024-06-05,155100,51980,Light rain,None,day
2024-06-05,156601,52000,Fine,None,day
2024-06-05,155100,51980,Light rain,None,night
2024-06-05,156601,52000,Fine,None,night
2024-06-05,164800,52320,Fine,None,day
2024-06-05,116801,50670,Light rain,None,night
2024-06-05,155200,51820,Fine,None,night
2024-06-05,156500,51990,Light rain,None,night
2024-06-05,117400,50620,Light rain,None,night
2024-06-05,158800,52100,Light rain,None,day
2024-06-05,165101,51970,Fine,None,night
2024-06-05,164500,52320,Light rain,None,day
2024-06-05,153100,51800,Fine,None,night
2024-06-05,115700,50550,Light rain,None,day
2024-06-05,158402,52060,Light rain,None,day
2024-06-05,118501,50730,Light rain,None,day
2024-06-05,158402,52060,Light rain,None,night
2024-06-05,164601,51970,Mist or Fog,None,night
2024-06-05,118501,50730,Light rain,None,night
2024-06-05,115601,50530,Light rain,None,night
2024-06-05,152700,52010,Light rain,None,day
2024-06-05,153200,52010,Light rain,None,day
2024-06-05,118600,50750,Light rain,None,night
2024-06-05,158900,52000,Fine,None,day
2024-06-05,152300,51820,Light rain,None,day
2024-06-05,158800,52100,Light rain,None,night
2024-06-05,112102,50480,Light rain,None,night
2024-06-05,158501,52040,Light rain,None,day
2024-06-05,153100,51800,Fine,None,day
2024-06-05,165001,52260,Fine,None,day
2024-06-05,115700,50550,Light rain,None,night
2024-06-05,152800,51960,Light rain,None,day
2024-06-05,152800,51960,Light rain,None,night
2024-06-05,112500,50470,Light rain,None,night
2024-06-05,158601,52000,Fine,None,night
2024-06-05,158601,52000,Fine,None,day
2024-06-05,115601,50530,Light rain,None,day
2024-06-05,165001,52260,Fine,None,night
2024-06-05,118600,50750,Light rain,None,day
2024-06-05,158502,52040,Light rain,None,day
2024-06-05,158502,52040,Light rain,None,night
2024-06-05,118502,50730,Light rain,None,night
2024-06-05,118502,50730,Light rain,None,day
2024-06-05,152900,51780,Fine,None,night
2024-06-05,153000,51990,Light rain,None,day
2024-06-05,153000,51990,Light rain,None,night
2024-06-05,158501,52040,Light rain,None,night
2024-06-05,152900,51780,Fine,None,day
2024-06-05,155801,51980,Light rain,None,night
2024-06-05,158102,52000,Fine,None,day
2024-06-05,115901,50510,Light rain,None,day
2024-06-05,121500,50830,Light rain,None,day
2024-06-05,145800,51640,Light rain,None,night
2024-06-05,121800,50900,Light rain,None,day
2024-06-05,121300,50790,Light rain,None,night
2024-06-05,163302,52200,Fine,None,day
2024-06-05,162400,52150,Light rain,None,night
2024-06-05,113101,50520,Light rain,None,day
2024-06-05,163901,52200,Fine,None,day
2024-06-05,121901,50830,Light rain,None,day
2024-06-05,121701,50940,Light rain,None,night
2024-06-05,163901,52200,Fine,None,night
2024-06-05,163801,52260,Fine,None,day
2024-06-05,147800,51670,Light rain,None,day
2024-06-05,111901,50430,Light rain,None,night
2024-06-05,113600,50540,Light rain,None,day
2024-06-05,112901,50480,Light rain,None,night
2024-06-05,147800,51670,Light rain,None,night
2024-06-05,113201,50460,Light rain,None,night
2024-06-05,147201,51710,Light rain,None,night
2024-06-05,147500,51610,Light rain,None,day
2024-06-05,162800,52200,Fine,None,night
2024-06-05,163502,52200,Fine,None,night
2024-06-05,113500,50530,Light rain,None,day
2024-06-05,145900,51750,Light rain,None,night
2024-06-05,121401,50990,Light rain,None,day
2024-06-05,163803,52260,Fine,None,night
2024-06-05,145900,51750,Light rain,None,day
2024-06-05,146100,51610,Light rain,None,day
2024-06-05,165501,52290,Fine,None,day
2024-06-05,113201,50460,Light rain,None,day
2024-06-05,162901,51880,Light rain,None,day
2024-06-05,147201,51710,Light rain,None,day
2024-06-05,112702,50480,Light rain,None,night
2024-06-05,146000,51710,Light rain,None,night
2024-06-05,113000,50480,Light rain,None,day
2024-06-05,121001,50990,Light rain,None,day
2024-06-05,121200,50790,Light rain,None,night
2024-06-05,147002,51720,Light rain,None,day
2024-06-05,162701,51880,Light rain,None,day
2024-06-05,146501,51710,Light rain,None,night
2024-06-05,163001,52200,Fine,None,night
2024-06-05,163302,52200,Fine,None,night
2024-06-05,147400,51710,Light rain,None,night
2024-06-05,164100,52200,Fine,None,night
2024-06-05,121500,50830,Light rain,None,night
2024-06-05,121800,50900,Light rain,None,night
2024-06-05,113101,50520,Light rain,None,night
2024-06-05,113500,50530,Light rain,None,night
2024-06-05,113300,50520,Light rain,None,day
2024-06-05,163600,52200,Fine,None,night
2024-06-05,112800,50490,Light rain,None,night
2024-06-05,165502,52290,Fine,None,night
2024-06-05,146302,51680,Light rain,None,day
2024-06-05,163803,52260,Fine,None,day
2024-06-05,147001,51720,Light rain,None,day
2024-06-05,121100,51290,Light rain,None,day
2024-06-05,146501,51710,Light rain,None,day
2024-06-05,120900,50940,Light rain,None,night
2024-06-05,113402,50530,Light rain,None,night
2024-06-05,147001,51720,Light rain,None,night
2024-06-05,122001,50880,Light rain,None,day
2024-06-05,146201,51710,Light rain,None,day
2024-06-05,163100,52210,Fine,None,night
2024-06-05,121100,51290,Light rain,None,night
2024-06-05,163400,52180,Fine,None,day
2024-06-05,163100,52210,Fine,None,day
2024-06-05,163700,52240,Mist or Fog,None,day
2024-06-05,113300,50520,Light rain,None,night
2024-06-05,147202,51710,Light rain,None,day
2024-06-05,112901,50480,Light rain,None,day
2024-06-05,147202,51710,Light rain,None,night
2024-06-05,163902,52200,Mist or Fog,None,night
2024-06-05,162400,52150,Light rain,None,day
2024-06-05,146600,51710,Light rain,None,day
2024-06-05,163600,52200,Fine,None,day
2024-06-05,153600,52010,Light rain,None,day
2024-06-05,112702,50480,Light rain,None,day
2024-06-05,162901,51880,Light rain,None,night
2024-06-05,164001,52230,Mist or Fog,None,day
2024-06-05,146800,51610,Light rain,None,night
2024-06-05,111700,50430,Light rain,None,night
2024-06-05,162602,52200,Fine,None,day
2024-06-05,147700,51710,Light rain,None,day
2024-06-05,147700,51710,Light rain,None,night
2024-06-05,113402,50530,Light rain,None,day
2024-06-05,165501,52290,Fine,None,night
2024-06-05,162601,52200,Fine,None,night
2024-06-05,163501,52200,Fine,None,night
2024-06-05,146800,51610,Light rain,None,day
2024-06-05,147400,51710,Light rain,None,day
2024-06-05,163700,52240,Mist or Fog,None,night
2024-06-05,147002,51720,Light rain,None,night
2024-06-05,162500,52180,Fine,None,day
2024-06-05,145800,51640,Light rain,None,day
2024-06-05,163801,52260,Fine,None,night
2024-06-05,146400,51280,Light rain,None,day
2024-06-05,121701,50940,Light rain,None,day
2024-06-05,118300,50710,Light rain,None,day
2024-06-05,153600,52010,Light rain,None,night
2024-06-05,158101,52000,Fine,None,day
2024-06-05,153700,51920,Fine,None,day
2024-06-05,158101,52000,Fine,None,night
2024-06-05,116000,50600,Light rain,None,day
2024-06-05,116000,50600,Light rain,None,night
2024-06-05,146201,51710,Light rain,None,night
2024-06-05,118200,50710,Light rain,None,night
2024-06-05,120900,50940,Light rain,None,day
2024-06-05,155901,51990,Light rain,None,day
2024-06-05,121600,50940,Light rain,None,night
2024-06-05,164001,52230,Mist or Fog,None,night
2024-06-05,146301,51680,Light rain,None,night
2024-06-05,121901,50830,Light rain,None,night
2024-06-05,165502,52290,Fine,None,day
2024-06-05,158002,52000,Fine,None,night
2024-06-05,163301,52200,Fine,None,night
2024-06-05,163001,52200,Fine,None,day
2024-06-05,113401,50520,Light rain,None,night
2024-06-05,146400,51280,Light rain,None,night
2024-06-05,162601,52200,Fine,None,day
2024-06-05,147100,51720,Light rain,None,night
2024-06-05,147100,51720,Light rain,None,day
2024-06-05,162800,52200,Fine,None,day
2024-06-05,145700,51690,Light rain,None,day
2024-06-05,147500,51610,Light rain,None,night
2024-06-05,146302,51680,Light rain,None,night
2024-06-05,163301,52200,Fine,None,day
2024-06-05,146700,51720,Light rain,None,day
2024-06-05,121001,50990,Light rain,None,night
2024-06-05,164100,52200,Fine,None,day
2024-06-05,163501,52200,Fine,None,day
2024-06-05,113000,50480,Light rain,None,night
2024-06-05,146700,51720,Light rain,None,night
2024-06-05,145700,51690,Light rain,None,night
2024-06-05,163902,52200,Mist or Fog,None,day
2024-06-05,121600,50940,Light rain,None,day
2024-06-05,163200,52200,Mist or Fog,None,day
2024-06-05,163200,52200,Mist or Fog,None,night
2024-06-05,146600,51710,Light rain,None,night
2024-06-05,112800,50490,Light rain,None,day
2024-06-05,113401,50520,Light rain,None,day
2024-06-05,121300,50790,Light rain,None,day
2024-06-05,163400,52180,Fine,None,night
2024-06-05,112902,50480,Light rain,None,night
2024-06-05,112902,50480,Light rain,None,day
2024-06-05,162602,52200,Fine,None,night
2024-06-05,146000,51710,Light rain,None,day
2024-06-05,162500,52180,Fine,None,night
2024-06-05,121401,50990,Light rain,None,night
2024-06-05,146100,51610,Light rain,None,night
2024-06-05,163502,52200,Fine,None,day
2024-06-05,146301,51680,Light rain,None,day
2024-06-05,111700,50430,Light rain,None,day
2024-06-05,121200,50790,Light rain,None,day
2024-06-05,117003,50940,Light rain,None,night
2024-06-05,162701,51880,Light rain,None,night
2024-06-05,155801,51980,Light rain,None,day
2024-06-05,114500,50460,Light rain,None,night
2024-06-05,148600,51620,Light rain,None,day
2024-06-05,148600,51620,Light rain,None,night
2024-06-05,161700,52110,Fine,None,night
2024-06-05,165400,52280,Fine,None,day
2024-06-05,148800,51670,Light rain,None,day
2024-06-05,164201,52220,Fine,None,night
2024-06-05,161700,52110,Fine,None,day
2024-06-05,148800,51670,Light rain,None,night
2024-06-05,114000,50540,Light rain,None,day
2024-06-05,161600,52110,Fine,None,day
2024-06-05,120400,50800,Light rain,None,night
2024-06-05,148901,51960,Light rain,None,night
2024-06-05,120400,50800,Light rain,None,day
2024-06-05,161600,52110,Fine,None,night
2024-06-05,164201,52220,Fine,None,day
2024-06-05,148501,51960,Light rain,None,day
2024-06-05,161800,52160,Fine,None,night
2024-06-05,148501,51960,Light rain,None,night
2024-06-05,159301,52050,Fine,None,night
2024-06-05,150000,52010,Light rain,None,day
2024-06-05,150000,52010,Light rain,None,night
2024-06-05,147900,51960,Light rain,None,night
2024-06-05,120500,50770,Light rain,None,night
2024-06-05,162000,52110,Fine,None,night
2024-06-05,148401,51730,Light rain,None,day
2024-06-05,148300,51280,Light rain,None,day
2024-06-05,120600,50940,Light rain,None,day
2024-06-05,161900,52160,Fine,None,day
2024-06-05,113900,50540,Light rain,None,night
2024-06-05,148401,51730,Light rain,None,night
2024-06-05,111901,50430,Light rain,None,day
2024-06-05,120500,50770,Light rain,None,day
2024-06-05,113900,50540,Light rain,None,day
2024-06-05,161800,52160,Fine,None,day
2024-06-05,161900,52160,Fine,None,night
2024-06-05,117003,50940,Light rain,None,day
2024-06-05,148300,51280,Light rain,None,night
2024-06-05,112701,50480,Light rain,None,day
2024-06-05,120701,50920,Light rain,None,night
2024-06-05,165400,52280,Fine,None,night
2024-06-05,148200,51620,Light rain,None,day
2024-06-05,113800,50520,Light rain,None,night
2024-06-05,148200,51620,Light rain,None,night
2024-06-05,120701,50920,Light rain,None,day
2024-06-05,162101,52110,Fine,None,day
2024-06-05,113800,50520,Light rain,None,day
2024-06-05,120600,50940,Light rain,None,night
2024-06-05,114000,50540,Light rain,None,night
2024-06-05,148901,51960,Light rain,None,day
2024-06-05,112101,50410,Light rain,None,day
2024-06-05,120202,50910,Light rain,None,day
2024-06-05,149500,51710,Light rain,None,night
2024-06-05,161000,52120,Fine,None,day
2024-06-05,162101,52110,Fine,None,night
2024-06-05,148102,51790,Light rain,None,night
2024-06-05,162102,52110,Fine,None,night
2024-06-05,113700,50510,Light rain,None,day
2024-06-05,147900,51960,Light rain,None,day
2024-06-05,162300,51970,Fine,None,day
2024-06-05,112701,50480,Light rain,None,night
2024-06-05,113600,50540,Light rain,None,night
2024-06-05,162300,51970,Fine,None,night
2024-06-05,162200,52110,Fine,None,night
2024-06-05,148000,51650,Light rain,None,night
2024-06-05,162000,52110,Fine,None,day
2024-06-05,148000,51650,Light rain,None,day
2024-06-05,148101,51740,Light rain,None,day
2024-06-05,120800,50770,Light rain,None,night
2024-06-05,148101,51740,Light rain,None,night
2024-06-05,120800,50770,Light rain,None,day
2024-06-05,162102,52110,Fine,None,day
2024-06-05,148102,51790,Light rain,None,day
2024-06-05,113700,50510,Light rain,None,night
2024-06-05,162200,52110,Fine,None,day
2024-06-05,161000,52120,Fine,None,night
2024-06-05,159301,52050,Fine,None,day
2024-06-05,151500,51760,Light rain,None,day
2024-06-05,151800,52010,Light rain,None,night
2024-06-05,159202,52100,Light rain,None,night
2024-06-05,112102,50480,Light rain,None,day
2024-06-05,151800,52010,Light rain,None,day
2024-06-05,119100,50650,Light rain,None,night
2024-06-05,159202,52100,Light rain,None,day
2024-06-05,115200,50580,Light rain,None,night
2024-06-05,151900,51830,Light rain,None,day
2024-06-05,151900,51830,Light rain,None,night
2024-06-05,119000,50720,Light rain,None,day
2024-06-05,159201,52100,Light rain,None,day
2024-06-05,159201,52100,Light rain,None,night
2024-06-05,115200,50580,Light rain,None,day
2024-06-05,152000,51870,Fine,None,day
2024-06-05,152000,51870,Fine,None,night
2024-06-05,115100,50570,Light rain,None,day
2024-06-05,151600,51960,Light rain,None,night
2024-06-05,119100,50650,Light rain,None,day
2024-06-05,151600,51960,Light rain,None,day
2024-06-05,160401,52080,Fine,None,day
2024-06-05,150200,51960,Light rain,None,day
2024-06-05,150301,51830,Light rain,None,night
2024-06-05,160401,52080,Fine,None,night
2024-06-05,119901,50800,Light rain,None,day
2024-06-05,114701,50610,Light rain,None,night
2024-06-05,150301,51830,Light rain,None,day
2024-06-05,159101,52100,Light rain,None,day
2024-06-05,160300,52090,Light rain,None,night
2024-06-05,119800,50920,Light rain,None,day
2024-06-05,114701,50610,Light rain,None,day
2024-06-05,160300,52090,Light rain,None,day
2024-06-05,160202,52140,Light rain,None,night
2024-06-05,151000,51960,Light rain,None,day
2024-06-05,114902,50590,Light rain,None,day
2024-06-05,159801,52150,Light rain,None,night
2024-06-05,119800,50920,Light rain,None,night
2024-06-05,151500,51760,Light rain,None,night
2024-06-05,119000,50720,Light rain,None,night
2024-06-05,118900,50650,Light rain,None,day
2024-06-05,159600,52090,Light rain,None,day
2024-06-05,151301,51770,Fine,None,day
2024-06-05,119400,50650,Light rain,None,day
2024-06-05,115001,50610,Light rain,None,night
2024-06-05,151301,51770,Fine,None,night
2024-06-05,115002,50610,Light rain,None,day
2024-06-05,115002,50610,Light rain,None,night
2024-06-05,119201,50910,Light rain,None,night
2024-06-05,159500,52130,Light rain,None,night
2024-06-05,151400,51830,Light rain,None,day
2024-06-05,151400,51830,Light rain,None,night
2024-06-05,159500,52130,Light rain,None,day
2024-06-05,159401,52150,Light rain,None,night
2024-06-05,159401,52150,Light rain,None,day
2024-06-05,119201,50910,Light rain,None,day
2024-06-05,151200,52010,Light rain,None,night
2024-06-05,159600,52090,Light rain,None,night
2024-06-05,151200,52010,Light rain,None,day
2024-06-05,115001,50610,Light rain,None,day
2024-06-05,118900,50650,Light rain,None,night
2024-06-05,152101,52010,Light rain,None,night
2024-06-05,164401,52320,Light rain,None,night
2024-06-05,159000,52070,Light rain,None,night
2024-06-05,152101,52010,Light rain,None,day
2024-06-05,159000,52070,Light rain,None,day
2024-06-05,152201,51780,Fine,None,night
2024-06-05,159101,52100,Light rain,None,night
2024-06-05,112600,50500,Light rain,None,night
2024-06-05,112600,50500,Light rain,None,day
2024-06-05,164401,52320,Light rain,None,day
2024-06-05,159700,52130,Light rain,None,night
2024-06-05,151000,51960,Light rain,None,night
2024-06-05,119400,50650,Light rain,None,night
2024-06-05,159700,52130,Light rain,None,day
2024-06-05,165200,52190,Fine,None,night
2024-06-05,115100,50570,Light rain,None,night
2024-06-05,149600,51830,Light rain,None,night
2024-06-05,165200,52190,Fine,None,day
2024-06-05,164301,52250,Fine,None,night
2024-06-05,154300,51900,Fine,None,day
2024-06-05,117900,50670,Light rain,None,night
2024-06-05,116300,50630,Light rain,None,day
2024-06-05,117900,50670,Light rain,None,day
2024-06-05,154300,51900,Fine,None,night
2024-06-05,157600,52060,Light rain,None,day
2024-06-05,116401,50870,Light rain,None,day
2024-06-05,154400,51980,Light rain,None,night
2024-06-05,154400,51980,Light rain,None,day
2024-06-05,157500,52000,Fine,None,night
2024-06-05,157500,52000,Fine,None,day
2024-06-05,157400,51840,Fine,None,day
2024-06-05,117800,50700,Light rain,None,night
2024-06-05,154500,51820,Fine,None,night
2024-06-05,157400,51840,Fine,None,night
2024-06-05,154202,51990,Light rain,None,day
2024-06-05,157600,52060,Light rain,None,night
2024-06-05,157701,52020,Light rain,None,night
2024-06-05,154202,51990,Light rain,None,night
2024-06-05,117500,50670,Light rain,None,night
2024-06-05,154902,51990,Light rain,None,day
2024-06-05,116701,50620,Light rain,None,night
2024-06-05,156901,52000,Fine,None,day
2024-06-05,156901,52000,Fine,None,night
2024-06-05,116701,50620,Light rain,None,day
2024-06-05,117500,50670,Light rain,None,day
2024-06-05,116401,50870,Light rain,None,night
2024-06-05,112301,50500,Light rain,None,night
2024-06-05,154902,51990,Light rain,None,night
2024-06-05,156800,51980,Light rain,None,night
2024-06-05,164603,51970,Mist or Fog,None,day
2024-06-05,154701,51930,Fine,None,night
2024-06-05,164602,51970,Fine,None,day
2024-06-05,117700,50690,Light rain,None,day
2024-06-05,154701,51930,Fine,None,day
2024-06-05,156800,51980,Light rain,None,day
2024-06-05,154901,51990,Light rain,None,night
2024-06-05,154500,51820,Fine,None,day
2024-06-05,157301,52000,Fine,None,day
2024-06-05,156101,51940,Fine,None,night
2024-06-05,117002,50890,Light rain,None,day
2024-06-05,155701,51980,Light rain,None,day
2024-06-05,117100,50860,Light rain,None,day
2024-06-05,155701,51980,Light rain,None,night
2024-06-05,156101,51940,Fine,None,day
2024-06-05,156000,51820,Light rain,None,day
2024-06-05,117002,50890,Light rain,None,night
2024-06-05,155702,51980,Light rain,None,day
2024-06-05,112301,50500,Light rain,None,day
2024-06-05,156000,51820,Light rain,None,night
2024-06-05,155901,51990,Light rain,None,night
2024-06-05,155702,51980,Light rain,None,night
2024-06-05,117100,50860,Light rain,None,night
2024-06-05,149600,51830,Light rain,None,day
2024-06-05,155602,51990,Light rain,None,day
2024-06-05,112401,50500,Light rain,None,night
2024-06-05,155602,51990,Light rain,None,night
2024-06-05,156201,51990,Light rain,None,day
2024-06-05,116500,50660,Light rain,None,night
2024-06-05,164602,51970,Fine,None,night
2024-06-05,157301,52000,Fine,None,night
2024-06-05,154600,51820,Fine,None,day
2024-06-05,117700,50690,Light rain,None,night
2024-06-05,155000,51860,Light rain,None,night
2024-06-05,164800,52320,Fine,None,night
2024-06-05,154600,51820,Fine,None,night
2024-06-05,156700,51990,Light rain,None,day
2024-06-05,156301,51940,Fine,None,night
2024-06-05,117001,50890,Light rain,None,day
2024-06-05,117201,50670,Light rain,None,night
2024-06-05,155601,51990,Light rain,None,night
2024-06-05,156201,51990,Light rain,None,night
2024-06-05,155601,51990,Light rain,None,day
2024-06-05,117201,50670,Light rain,None,day
2024-06-05,164700,52320,Fine,None,day
2024-06-05,154901,51990,Light rain,None,day
2024-06-05,117800,50700,Light rain,None,day
2024-06-05,116601,50630,Light rain,None,day
2024-06-05,149800,51790,Light rain,None,night
2024-06-05,165302,52270,Fine,None,day
2024-06-05,160700,52140,Light rain,None,day
2024-06-05,120202,50910,Light rain,None,night
2024-06-05,161100,52170,Light rain,None,night
2024-06-05,114101,50440,Light rain,None,day
2024-06-05,149500,51710,Light rain,None,day
2024-06-05,120301,50920,Light rain,None,night
2024-06-05,161500,52170,Light rain,None,night
2024-06-05,161500,52170,Light rain,None,day
2024-06-05,149001,51790,Light rain,None,day
2024-06-05,161400,51970,Light rain,None,night
2024-06-05,149001,51790,Light rain,None,night
2024-06-05,149100,51710,Light rain,None,day
2024-06-05,114101,50440,Light rain,None,night
2024-06-05,149800,51790,Light rain,None,day
2024-06-05,164301,52250,Fine,None,day
2024-06-05,120101,50860,Light rain,None,day
2024-06-05,149702,51280,Light rain,None,day
2024-06-05,115300,50460,Light rain,None,day
2024-06-05,114400,50570,Light rain,None,night
2024-06-05,120201,50910,Light rain,None,day
2024-06-05,160902,52100,Light rain,None,night
2024-06-05,120201,50910,Light rain,None,night
2024-06-05,149701,51280,Light rain,None,night
2024-06-05,114400,50570,Light rain,None,day
2024-06-05,120301,50920,Light rain,None,day
2024-06-05,149701,51280,Light rain,None,day
2024-06-05,160901,52100,Light rain,None,night
2024-06-05,114500,50460,Light rain,None,day
2024-06-05,112101,50410,Light rain,None,night
2024-06-05,160800,52100,Fine,None,night
2024-06-05,160800,52100,Fine,None,day
2024-06-05,149702,51280,Light rain,None,night
2024-06-05,120101,50860,Light rain,None,night
2024-06-05,160901,52100,Light rain,None,day
2024-06-05,161400,51970,Light rain,None,day
2024-06-05,160902,52100,Light rain,None,day
2024-06-05,165302,52270,Fine,None,night
2024-06-05,158900,52000,Fine,None,night
2024-06-05,116601,50630,Light rain,None,night
2024-06-05,116500,50660,Light rain,None,day
2024-06-05,157200,51980,Light rain,None,night
2024-06-05,154801,51990,Light rain,None,night
2024-06-05,112401,50500,Light rain,None,day
2024-06-05,157200,51980,Light rain,None,day
2024-06-05,152201,51780,Fine,None,day
2024-06-05,157101,51880,Fine,None,night
2024-06-05,157101,51880,Fine,None,day
2024-06-05,117600,50700,Light rain,None,day
2024-06-05,157000,52030,Light rain,None,day
2024-06-05,154802,51990,Light rain,None,night
2024-06-05,154802,51990,Light rain,None,day
2024-06-05,117600,50700,Light rain,None,night
2024-06-05,149100,51710,Light rain,None,night
2024-06-05,154801,51990,Light rain,None,day
2024-06-05,115300,50460,Light rain,None,night
2024-06-05,157000,52030,Light rain,None,night
2024-06-05,161100,52170,Light rain,None,day
2024-06-05,114201,50460,Light rain,None,day
2024-06-05,149200,51740,Light rain,None,night
2024-06-05,149200,51740,Light rain,None,day
2024-06-05,161300,52120,Fine,None,day
2024-06-05,120203,50910,Light rain,None,day
2024-06-05,149300,51670,Light rain,None,day
2024-06-05,161300,52120,Fine,None,night
2024-06-05,114102,50440,Light rain,None,night
2024-06-05,149300,51670,Light rain,None,night
2024-06-05,161201,52170,Light rain,None,night
2024-06-05,114102,50440,Light rain,None,day
2024-06-05,161201,52170,Light rain,None,day
2024-06-05,149400,51620,Light rain,None,night
2024-06-05,149400,51620,Light rain,None,day
2024-06-05,114201,50460,Light rain,None,night
2024-06-05,120203,50910,Light rain,None,night
2024-06-06,126701,50960,Light rain,None,day
2024-06-06,126801,51010,Light rain,None,day
2024-06-06,128902,51310,Light rain,None,day
2024-06-06,159500,52130,Light rain,None,day
2024-06-06,127900,50960,Light rain,None,day
2024-06-06,136400,51200,Light rain,None,day
2024-06-06,157301,52000,Light rain,None,night
2024-06-06,170001,52450,Light rain,None,day
2024-06-06,136502,51350,Light rain,None,day
2024-06-06,157101,51880,Light rain,None,day
2024-06-06,116601,50630,Light rain,None,night
2024-06-06,116601,50630,Light rain,None,day
2024-06-06,159600,52090,Light rain,None,night
2024-06-06,162000,52110,Light rain,None,day
2024-06-06,157400,51840,Light rain,None,night
2024-06-06,113800,50520,Light rain,None,day
2024-06-06,157600,52060,Light rain,None,night
2024-06-06,136200,51430,Light rain,None,night
2024-06-06,161900,52160,Light rain,None,day
2024-06-06,157101,51880,Light rain,None,night
2024-06-06,116401,50870,Light rain,None,day
2024-06-06,112401,50500,Light rain,None,night
2024-06-06,136300,51480,Light rain,None,night
2024-06-06,112600,50500,Light rain,None,night
2024-06-06,157400,51840,Light rain,None,day
2024-06-06,116401,50870,Light rain,None,night
2024-06-06,161900,52160,Light rain,None,night
2024-06-06,134000,51120,Light rain,None,night
2024-06-06,126801,51010,Light rain,None,night
2024-06-06,157500,52000,Light rain,None,night
2024-06-06,157500,52000,Light rain,None,day
2024-06-06,136200,51430,Light rain,None,day
2024-06-06,157600,52060,Light rain,None,day
2024-06-06,164201,52220,Light rain,None,night
2024-06-06,116300,50630,Light rain,None,night
2024-06-06,136501,51350,Light rain,None,night
2024-06-06,137701,51430,Light rain,None,night
2024-06-06,126701,50960,Light rain,None,night
2024-06-06,155701,51980,Light rain,None,day
2024-06-06,129201,51220,Light rain,None,night
2024-06-06,129201,51220,Light rain,None,day
2024-06-06,112301,50500,Light rain,None,night
2024-06-06,137701,51430,Light rain,None,day
2024-06-06,155701,51980,Light rain,None,night
2024-06-06,164700,52320,Light rain,None,night
2024-06-06,128000,50860,Light rain,None,night
2024-06-06,155702,51980,Light rain,None,night
2024-06-06,137600,51480,Light rain,None,day
2024-06-06,162500,52180,Light rain,None,night
2024-06-06,155702,51980,Light rain,None,day
2024-06-06,131500,51340,Light rain,None,night
2024-06-06,137600,51480,Light rain,None,night
2024-06-06,159500,52130,Light rain,None,night
2024-06-06,131500,51340,Light rain,None,day
2024-06-06,117100,50860,Light rain,None,night
2024-06-06,114500,50460,Light rain,None,day
2024-06-06,155602,51990,Light rain,None,night
2024-06-06,157200,51980,Light rain,None,night
2024-06-06,128902,51310,Light rain,None,night
2024-06-06,132800,51380,Light rain,None,day
2024-06-06,136501,51350,Light rain,None,day
2024-06-06,126702,50960,Light rain,None,night
2024-06-06,131900,51440,Light rain,None,night
2024-06-06,157200,51980,Light rain,None,day
2024-06-06,116500,50660,Light rain,None,night
2024-06-06,115001,50610,Light rain,None,night
