date,SA22023_V1_00,SA32023_V1_00,weatherA,weatherB,light
2024-05-30,162500,52180,Fine,None,night
2024-05-30,162300,51970,Fine,None,night
2024-05-30,162400,52150,Fine,None,day
2024-05-30,162400,52150,Fine,None,night
2024-05-30,113600,50540,Fine,None,day
2024-05-30,162500,52180,Fine,None,day
2024-05-30,160202,52140,Fine,None,night
2024-05-30,118300,50710,Fine,None,day
2024-05-30,153600,52010,Fine,None,day
2024-05-30,153600,52010,Fine,None,night
2024-05-30,152600,52010,Fine,None,day
2024-05-30,113300,50520,Fine,None,night
2024-05-30,118700,50710,Fine,None,night
2024-05-30,113201,50460,Fine,None,day
2024-05-30,163301,52200,Fine,None,day
2024-05-30,162101,52110,Fine,None,day
2024-05-30,160401,52080,Fine,None,night
2024-05-30,113201,50460,Fine,None,night
2024-05-30,117003,50940,Fine,None,day
2024-05-30,114902,50590,Fine,None,day
2024-05-30,159900,52100,Fine,None,day
2024-05-30,152800,51960,Fine,None,day
2024-05-30,162102,52110,Fine,None,night
2024-05-30,155702,51980,Fine,None,day
2024-05-30,160300,52090,Fine,None,day
2024-05-30,163100,52210,Fine,None,day
2024-05-30,163100,52210,Fine,None,night
2024-05-30,153900,51920,Fine,None,night
2024-05-30,159801,52150,Fine,None,day
2024-05-30,113300,50520,Fine,None,day
2024-05-30,153900,51920,Fine,None,day
2024-05-30,118600,50750,Fine,None,day
2024-05-30,118502,50730,Fine,None,day
2024-05-30,120400,50800,Fine,None,day
2024-05-30,115800,50580,Fine,None,day
2024-05-30,157600,52060,Fine,None,night
2024-05-30,117700,50690,Fine,None,night
2024-05-30,164700,52320,Fine,None,night
2024-05-30,153700,51920,Fine,None,night
2024-05-30,118502,50730,Fine,None,night
2024-05-30,156700,51990,Fine,None,day
2024-05-30,155801,51980,Fine,None,day
2024-05-30,163301,52200,Fine,None,night
2024-05-30,118600,50750,Fine,None,night
2024-05-30,155401,51820,Fine,None,night
2024-05-30,159801,52150,Fine,None,night
2024-05-30,152700,52010,Fine,None,night
2024-05-30,152700,52010,Fine,None,day
2024-05-30,160300,52090,Fine,None,night
2024-05-30,118100,50620,Fine,None,night
2024-05-30,155401,51820,Fine,None,day
2024-05-30,152900,51780,Fine,None,night
2024-05-30,159600,52090,Fine,None,day
2024-05-30,152400,51870,Fine,None,night
2024-05-30,152300,51820,Fine,None,night
2024-05-30,163502,52200,Fine,None,day
2024-05-30,156000,51820,Fine,None,day
2024-05-30,113800,50520,Fine,None,day
2024-05-30,163502,52200,Fine,None,night
2024-05-30,117002,50890,Fine,None,day
2024-05-30,112902,50480,Fine,None,night
2024-05-30,163501,52200,Fine,None,night
2024-05-30,152500,51810,Fine,None,day
2024-05-30,117003,50940,Fine,None,night
2024-05-30,159700,52130,Fine,None,day
2024-05-30,163302,52200,Fine,None,night
2024-05-30,163400,52180,Fine,None,night
2024-05-30,118001,50860,Fine,None,day
2024-05-30,118800,50930,Fine,None,night
2024-05-30,162000,52110,Fine,None,night
2024-05-30,118800,50930,Fine,None,day
2024-05-30,152900,51780,Fine,None,day
2024-05-30,114902,50590,Fine,None,night
2024-05-30,155702,51980,Fine,None,night
2024-05-30,114701,50610,Fine,None,day
2024-05-30,163200,52200,Fine,None,night
2024-05-30,163200,52200,Fine,None,day
2024-05-30,152800,51960,Fine,None,night
2024-05-30,114701,50610,Fine,None,night
2024-05-30,159900,52100,Fine,None,night
2024-05-30,163302,52200,Fine,None,day
2024-05-30,155801,51980,Fine,None,night
2024-05-30,155901,51990,Fine,None,night
2024-05-30,163501,52200,Fine,None,day
2024-05-30,154001,51990,Fine,None,night
2024-05-30,152400,51870,Fine,None,day
2024-05-30,159600,52090,Fine,None,night
2024-05-30,159700,52130,Fine,None,night
2024-05-30,162102,52110,Fine,None,day
2024-05-30,117202,50670,Fine,None,night
2024-05-30,118200,50710,Fine,None,day
2024-05-30,119600,50930,Fine,None,night
2024-05-30,154300,51900,Fine,None,day
2024-05-30,150800,52010,Fine,None,day
2024-05-30,156601,52000,Fine,None,day
2024-05-30,156601,52000,Fine,None,night
2024-05-30,156400,51860,Fine,None,night
2024-05-30,164201,52220,Fine,None,day
2024-05-30,163600,52200,Fine,None,night
2024-05-30,117002,50890,Fine,None,night
2024-05-30,115002,50610,Fine,None,day
2024-05-30,163801,52260,Fine,None,night
2024-05-30,112901,50480,Fine,None,night
2024-05-30,152000,51870,Fine,None,day
2024-05-30,163801,52260,Fine,None,day
2024-05-30,152000,51870,Fine,None,night
2024-05-30,115300,50460,Fine,None,day
2024-05-30,155200,51820,Fine,None,day
2024-05-30,154202,51990,Fine,None,night
2024-05-30,164601,51970,Fine,None,night
2024-05-30,158900,52000,Fine,None,day
2024-05-30,154300,51900,Fine,None,night
2024-05-30,119700,50760,Fine,None,day
2024-05-30,164700,52320,Fine,None,day
2024-05-30,164602,51970,Fine,None,night
2024-05-30,164602,51970,Fine,None,day
2024-05-30,164500,52320,Fine,None,night
2024-05-30,119000,50720,Fine,None,night
2024-05-30,112401,50500,Fine,None,night
2024-05-30,161700,52110,Fine,None,night
2024-05-30,119500,50740,Fine,None,day
2024-05-30,112500,50470,Fine,None,day
2024-05-30,115300,50460,Fine,None,night
2024-05-30,150900,51830,Fine,None,day
2024-05-30,164601,51970,Fine,None,day
2024-05-30,114000,50540,Fine,None,night
2024-05-30,115200,50580,Fine,None,night
2024-05-30,164603,51970,Fine,None,night
2024-05-30,115002,50610,Fine,None,night
2024-05-30,151400,51830,Fine,None,night
2024-05-30,152201,51780,Fine,None,day
2024-05-30,152101,52010,Fine,None,day
2024-05-30,154101,51990,Fine,None,day
2024-05-30,163700,52240,Fine,None,day
2024-05-30,154101,51990,Fine,None,night
2024-05-30,159500,52130,Fine,None,day
2024-05-30,163700,52240,Fine,None,night
2024-05-30,118900,50650,Fine,None,day
2024-05-30,152101,52010,Fine,None,night
2024-05-30,163901,52200,Fine,None,day
2024-05-30,156201,51990,Fine,None,day
2024-05-30,155301,51930,Fine,None,day
2024-05-30,115100,50570,Fine,None,day
2024-05-30,151600,51960,Fine,None,day
2024-05-30,159202,52100,Fine,None,day
2024-05-30,118900,50650,Fine,None,night
2024-05-30,152201,51780,Fine,None,night
2024-05-30,160401,52080,Fine,None,day
2024-05-30,112902,50480,Fine,None,day
2024-05-30,112901,50480,Fine,None,day
2024-05-30,163803,52260,Fine,None,day
2024-05-30,159401,52150,Fine,None,night
2024-05-30,156201,51990,Fine,None,night
2024-05-30,151900,51830,Fine,None,day
2024-05-30,163901,52200,Fine,None,night
2024-05-30,117001,50890,Fine,None,day
2024-05-30,163803,52260,Fine,None,night
2024-05-30,159401,52150,Fine,None,day
2024-05-30,113800,50520,Fine,None,night
2024-05-30,156101,51940,Fine,None,day
2024-05-30,159500,52130,Fine,None,night
2024-05-30,115001,50610,Fine,None,night
2024-05-30,155301,51930,Fine,None,night
2024-05-30,156101,51940,Fine,None,night
2024-05-30,162000,52110,Fine,None,day
2024-05-30,119000,50720,Fine,None,day
2024-05-30,150700,51760,Fine,None,night
2024-05-30,150700,51760,Fine,None,day
2024-05-30,117300,50620,Fine,None,day
2024-05-30,152300,51820,Fine,None,day
2024-05-30,150600,51850,Fine,None,night
2024-05-30,159101,52100,Fine,None,day
2024-05-30,151200,52010,Fine,None,night
2024-05-30,160601,52100,Fine,None,night
2024-05-30,151200,52010,Fine,None,day
2024-05-30,112600,50500,Fine,None,day
2024-05-30,119400,50650,Fine,None,day
2024-05-30,155200,51820,Fine,None,night
2024-05-30,161800,52160,Fine,None,day
2024-05-30,164401,52320,Fine,None,day
2024-05-30,164401,52320,Fine,None,night
2024-05-30,112701,50480,Fine,None,night
2024-05-30,116900,50680,Fine,None,night
2024-05-30,159101,52100,Fine,None,night
2024-05-30,163600,52200,Fine,None,day
2024-05-30,114901,50570,Fine,None,day
2024-05-30,162800,52200,Fine,None,day
2024-05-30,153200,52010,Fine,None,night
2024-05-30,116101,50610,Fine,None,day
2024-05-30,160100,52100,Fine,None,night
2024-05-30,162701,51880,Fine,None,night
2024-05-30,160100,52100,Fine,None,day
2024-05-30,114901,50570,Fine,None,night
2024-05-30,113402,50530,Fine,None,night
2024-05-30,118400,50640,Fine,None,night
2024-05-30,151000,51960,Fine,None,night
2024-05-30,153301,52010,Fine,None,night
2024-05-30,118400,50640,Fine,None,day
2024-05-30,118200,50710,Fine,None,night
2024-05-30,113402,50530,Fine,None,day
2024-05-30,153301,52010,Fine,None,day
2024-05-30,153200,52010,Fine,None,day
2024-05-30,113401,50520,Fine,None,day
2024-05-30,117201,50670,Fine,None,night
2024-05-30,162701,51880,Fine,None,day
2024-05-30,151000,51960,Fine,None,day
2024-05-30,112500,50470,Fine,None,night
2024-05-30,115200,50580,Fine,None,day
2024-05-30,156500,51990,Fine,None,night
2024-05-30,151301,51770,Fine,None,day
2024-05-30,119400,50650,Fine,None,night
2024-05-30,164500,52320,Fine,None,day
2024-05-30,150900,51830,Fine,None,night
2024-05-30,116900,50680,Fine,None,day
2024-05-30,159000,52070,Fine,None,night
2024-05-30,113900,50540,Fine,None,night
2024-05-30,159000,52070,Fine,None,day
2024-05-30,119600,50930,Fine,None,day
2024-05-30,112401,50500,Fine,None,day
2024-05-30,150800,52010,Fine,None,night
2024-05-30,156700,51990,Fine,None,night
2024-05-30,158900,52000,Fine,None,night
2024-05-30,117900,50670,Fine,None,day
2024-05-30,111300,50420,Fine,None,night
2024-05-30,116801,50670,Fine,None,night
2024-05-30,153800,51910,Fine,None,night
2024-05-30,154202,51990,Fine,None,day
2024-05-30,159201,52100,Fine,None,day
2024-05-30,161700,52110,Fine,None,day
2024-05-30,119500,50740,Fine,None,night
2024-05-30,112600,50500,Fine,None,night
2024-05-30,114600,50570,Fine,None,night
2024-05-30,164302,52250,Fine,None,day
2024-05-30,151301,51770,Fine,None,night
2024-05-30,154201,51990,Fine,None,day
2024-05-30,164302,52250,Fine,None,night
2024-05-30,112701,50480,Fine,None,day
2024-05-30,119201,50910,Fine,None,day
2024-05-30,164301,52250,Fine,None,night
2024-05-30,151400,51830,Fine,None,day
2024-05-30,117900,50670,Fine,None,night
2024-05-30,159201,52100,Fine,None,night
2024-05-30,164301,52250,Fine,None,day
2024-05-30,156500,51990,Fine,None,day
2024-05-30,119201,50910,Fine,None,night
2024-05-30,116300,50630,Fine,None,night
2024-05-30,158200,52000,Fine,None,day
2024-05-30,166400,52190,Fine,None,night
2024-05-30,119800,50920,Fine,None,night
2024-05-30,112200,50460,Fine,None,day
2024-05-30,117800,50700,Fine,None,night
2024-05-30,150302,51830,Fine,None,night
2024-05-30,115400,50560,Fine,None,night
2024-05-30,119800,50920,Fine,None,day
2024-05-30,158700,52130,Fine,None,night
2024-05-30,119901,50800,Fine,None,day
2024-05-30,150301,51830,Fine,None,night
2024-05-30,156901,52000,Fine,None,night
2024-05-30,155100,51980,Fine,None,night
2024-05-30,158700,52130,Fine,None,day
2024-05-30,150200,51960,Fine,None,day
2024-05-30,112101,50410,Fine,None,day
2024-05-30,160700,52140,Fine,None,day
2024-05-30,116701,50620,Fine,None,day
2024-05-30,115400,50560,Fine,None,day
2024-05-30,165001,52260,Fine,None,day
2024-05-30,157000,52030,Fine,None,day
2024-05-30,165101,51970,Fine,None,night
2024-05-30,114101,50440,Fine,None,day
2024-05-30,156901,52000,Fine,None,day
2024-05-30,150200,51960,Fine,None,night
2024-05-30,165200,52190,Fine,None,night
2024-05-30,117800,50700,Fine,None,day
2024-05-30,114500,50460,Fine,None,day
2024-05-30,111601,50470,Fine,None,night
2024-05-30,112102,50480,Fine,None,day
2024-05-30,115501,50510,Fine,None,day
2024-05-30,150302,51830,Fine,None,day
2024-05-30,119901,50800,Fine,None,night
2024-05-30,158603,52000,Fine,None,day
2024-05-30,154400,51980,Fine,None,day
2024-05-30,150301,51830,Fine,None,day
2024-05-30,112200,50460,Fine,None,night
2024-05-30,165200,52190,Fine,None,day
2024-05-30,165101,51970,Fine,None,day
2024-05-30,158602,52000,Fine,None,night
2024-05-30,114600,50570,Fine,None,day
2024-05-30,114101,50440,Fine,None,night
2024-05-30,120000,50740,Fine,None,day
2024-05-30,158602,52000,Fine,None,day
2024-05-30,164900,52320,Fine,None,day
2024-05-30,165301,52270,Fine,None,night
2024-05-30,150101,51830,Fine,None,day
2024-05-30,165301,52270,Fine,None,day
2024-05-30,150101,51830,Fine,None,night
2024-05-30,150400,51870,Fine,None,night
2024-05-30,120000,50740,Fine,None,night
2024-05-30,150000,52010,Fine,None,day
2024-05-30,165901,52300,Fine,None,day
2024-05-30,166000,52310,Fine,None,night
2024-05-30,157400,51840,Fine,None,night
2024-05-30,170300,52450,Fine,None,night
2024-05-30,158603,52000,Fine,None,night
2024-05-30,164900,52320,Fine,None,night
2024-05-30,154400,51980,Fine,None,night
2024-05-30,160601,52100,Fine,None,day
2024-05-30,161500,52170,Fine,None,day
2024-05-30,165302,52270,Fine,None,night
2024-05-30,161400,51970,Fine,None,night
2024-05-30,165302,52270,Fine,None,day
2024-05-30,111901,50430,Fine,None,night
2024-05-30,157101,51880,Fine,None,day
2024-05-30,150000,52010,Fine,None,night
2024-05-30,161500,52170,Fine,None,night
2024-05-30,149800,51790,Fine,None,night
2024-05-30,165400,52280,Fine,None,night
2024-05-30,116601,50630,Fine,None,day
2024-05-30,150400,51870,Fine,None,day
2024-05-30,112101,50410,Fine,None,night
2024-05-30,161600,52110,Fine,None,day
2024-05-30,115501,50510,Fine,None,night
2024-05-30,157000,52030,Fine,None,night
2024-05-30,120101,50860,Fine,None,day
2024-05-30,161000,52120,Fine,None,night
2024-05-30,116601,50630,Fine,None,night
2024-05-30,165001,52260,Fine,None,night
2024-05-30,149800,51790,Fine,None,day
2024-05-30,158601,52000,Fine,None,night
2024-05-30,160700,52140,Fine,None,night
2024-05-30,165501,52290,Fine,None,day
2024-05-30,158601,52000,Fine,None,day
2024-05-30,157101,51880,Fine,None,night
2024-05-30,157200,51980,Fine,None,night
2024-05-30,120101,50860,Fine,None,night
2024-05-30,154500,51820,Fine,None,day
2024-05-30,149702,51280,Fine,None,day
2024-05-30,165501,52290,Fine,None,night
2024-05-30,154500,51820,Fine,None,night
2024-05-30,158800,52100,Fine,None,night
2024-05-30,155000,51860,Fine,None,day
2024-05-30,164800,52320,Fine,None,night
2024-05-30,149702,51280,Fine,None,night
2024-05-30,158502,52040,Fine,None,night
2024-05-30,161600,52110,Fine,None,night
2024-05-30,157200,51980,Fine,None,day
2024-05-30,161800,52160,Fine,None,night
2024-05-30,165502,52290,Fine,None,night
2024-05-30,164800,52320,Fine,None,day
2024-05-30,161400,51970,Fine,None,day
2024-05-30,116701,50620,Fine,None,night
2024-05-30,117300,50620,Fine,None,night
2024-05-30,149701,51280,Fine,None,night
2024-05-30,150500,51760,Fine,None,night
2024-05-30,158502,52040,Fine,None,day
2024-05-30,111700,50430,Fine,None,day
2024-05-30,165600,52280,Fine,None,day
2024-05-30,158800,52100,Fine,None,day
2024-05-30,120201,50910,Fine,None,night
2024-05-30,111700,50430,Fine,None,night
2024-05-30,149701,51280,Fine,None,day
2024-05-30,165600,52280,Fine,None,night
2024-05-30,165502,52290,Fine,None,day
2024-05-30,112102,50480,Fine,None,night
2024-05-30,157301,52000,Fine,None,night
2024-05-30,117400,50620,Fine,None,day
2024-05-30,150500,51760,Fine,None,day
2024-05-30,154600,51820,Fine,None,night
2024-05-30,165700,52290,Fine,None,day
2024-05-30,114000,50540,Fine,None,day
2024-05-30,112301,50500,Fine,None,day
2024-05-30,165700,52290,Fine,None,night
2024-05-30,156800,51980,Fine,None,day
2024-05-30,120201,50910,Fine,None,day
2024-05-30,116500,50660,Fine,None,day
2024-05-30,115601,50530,Fine,None,night
2024-05-30,114500,50460,Fine,None,night
2024-05-30,115601,50530,Fine,None,day
2024-05-30,161300,52120,Fine,None,night
2024-05-30,111901,50430,Fine,None,day
2024-05-30,165400,52280,Fine,None,day
2024-05-30,155100,51980,Fine,None,day
2024-05-30,149600,51830,Fine,None,night
2024-05-30,149600,51830,Fine,None,day
2024-05-30,157301,52000,Fine,None,day
2024-05-30,165800,52280,Fine,None,night
2024-05-30,149500,51710,Fine,None,night
2024-05-30,120202,50910,Fine,None,day
2024-05-30,150600,51850,Fine,None,day
2024-05-30,115700,50550,Fine,None,night
2024-05-30,156800,51980,Fine,None,night
2024-05-30,158501,52040,Fine,None,night
2024-05-30,116500,50660,Fine,None,night
2024-05-30,149500,51710,Fine,None,day
2024-05-30,120202,50910,Fine,None,night
2024-05-30,161300,52120,Fine,None,day
2024-05-30,111602,50470,Fine,None,night
2024-05-30,114102,50440,Fine,None,day
2024-05-30,157400,51840,Fine,None,day
2024-05-30,112301,50500,Fine,None,night
2024-05-30,165800,52280,Fine,None,day
2024-05-30,111602,50470,Fine,None,day
2024-05-30,110900,50390,Fine,None,day
2024-05-30,117600,50700,Fine,None,day
2024-05-30,148401,51730,Fine,None,day
2024-05-30,157500,52000,Fine,None,night
2024-05-30,166100,52310,Fine,None,night
2024-05-30,149300,51670,Fine,None,day
2024-05-30,149400,51620,Fine,None,night
2024-05-30,165901,52300,Fine,None,night
2024-05-30,149400,51620,Fine,None,day
2024-05-30,158501,52040,Fine,None,day
2024-05-30,160800,52100,Fine,None,night
2024-05-30,154701,51930,Fine,None,day
2024-05-30,166000,52310,Fine,None,day
2024-05-30,116801,50670,Fine,None,day
2024-05-30,154701,51930,Fine,None,night
2024-05-30,120203,50910,Fine,None,night
2024-05-30,155000,51860,Fine,None,night
2024-05-30,111601,50470,Fine,None,day
2024-05-30,166100,52310,Fine,None,day
2024-05-30,116300,50630,Fine,None,day
2024-05-30,149001,51790,Fine,None,day
2024-05-30,116401,50870,Fine,None,night
2024-05-30,111400,50430,Fine,None,day
2024-05-30,111400,50430,Fine,None,night
2024-05-30,149200,51740,Fine,None,day
2024-05-30,158402,52060,Fine,None,day
2024-05-30,117400,50620,Fine,None,night
2024-05-30,149200,51740,Fine,None,night
2024-05-30,161201,52170,Fine,None,night
2024-05-30,117700,50690,Fine,None,day
2024-05-30,166200,52300,Fine,None,night
2024-05-30,149100,51710,Fine,None,night
2024-05-30,148600,51620,Fine,None,night
2024-05-30,158401,52060,Fine,None,night
2024-05-30,166200,52300,Fine,None,day
2024-05-30,149100,51710,Fine,None,day
2024-05-30,120301,50920,Fine,None,day
2024-05-30,116401,50870,Fine,None,day
2024-05-30,120203,50910,Fine,None,day
2024-05-30,154600,51820,Fine,None,day
2024-05-30,149300,51670,Fine,None,night
2024-05-30,157500,52000,Fine,None,day
2024-05-30,154902,51990,Fine,None,day
2024-05-30,111100,50420,Fine,None,night
2024-05-30,148901,51960,Fine,None,night
2024-05-30,169700,52470,Fine,None,day
2024-05-30,114102,50440,Fine,None,night
2024-05-30,161201,52170,Fine,None,day
2024-05-30,115800,50580,Fine,None,night
2024-05-30,120301,50920,Fine,None,night
2024-05-30,166301,51970,Fine,None,day
2024-05-30,158401,52060,Fine,None,day
2024-05-30,158300,52000,Fine,None,night
2024-05-30,149001,51790,Fine,None,night
2024-05-30,157600,52060,Fine,None,day
2024-05-30,166400,52190,Fine,None,day
2024-05-30,111300,50420,Fine,None,day
2024-05-30,111200,50410,Fine,None,night
2024-05-30,161100,52170,Fine,None,night
2024-05-30,148600,51620,Fine,None,day
2024-05-30,157701,52020,Fine,None,day
2024-05-30,158402,52060,Fine,None,night
2024-05-30,160800,52100,Fine,None,day
2024-05-30,154902,51990,Fine,None,night
2024-05-30,166301,51970,Fine,None,night
2024-05-30,158300,52000,Fine,None,day
2024-05-30,154801,51990,Fine,None,night
2024-05-30,169700,52470,Fine,None,night
2024-05-30,115700,50550,Fine,None,day
2024-05-30,117600,50700,Fine,None,night
2024-05-30,148800,51670,Fine,None,day
2024-05-30,120400,50800,Fine,None,night
2024-05-30,114400,50570,Fine,None,day
2024-05-30,115901,50510,Fine,None,night
2024-05-30,111200,50410,Fine,None,day
2024-05-30,148800,51670,Fine,None,night
2024-05-30,169901,52450,Fine,None,night
2024-05-30,169901,52450,Fine,None,day
2024-05-30,157701,52020,Fine,None,night
2024-05-30,158101,52000,Fine,None,day
2024-05-30,110800,50410,Fine,None,day
2024-05-30,120500,50770,Fine,None,day
2024-05-30,154801,51990,Fine,None,day
2024-05-30,170001,52450,Fine,None,day
2024-05-30,111100,50420,Fine,None,day
2024-05-30,170001,52450,Fine,None,night
2024-05-30,114201,50460,Fine,None,night
2024-05-30,120500,50770,Fine,None,night
2024-05-30,148501,51960,Fine,None,day
2024-05-30,158102,52000,Fine,None,day
2024-05-30,157702,52020,Fine,None,day
2024-05-30,170101,52470,Fine,None,night
2024-05-30,116200,50550,Fine,None,day
2024-05-30,170101,52470,Fine,None,day
2024-05-30,148401,51730,Fine,None,night
2024-05-30,170201,52460,Fine,None,day
2024-05-30,148501,51960,Fine,None,night
2024-05-30,161100,52170,Fine,None,day
2024-05-30,120600,50940,Fine,None,night
2024-05-30,110900,50390,Fine,None,night
2024-05-30,119700,50760,Fine,None,night
2024-05-30,157800,52000,Fine,None,day
2024-05-30,170201,52460,Fine,None,night
2024-05-30,170300,52450,Fine,None,day
2024-05-30,148300,51280,Fine,None,day
2024-05-30,158200,52000,Fine,None,night
2024-05-30,148300,51280,Fine,None,night
2024-05-30,120701,50920,Fine,None,night
2024-05-30,154901,51990,Fine,None,night
2024-05-30,158102,52000,Fine,None,night
2024-05-30,115901,50510,Fine,None,day
2024-05-30,160901,52100,Fine,None,day
2024-05-30,157800,52000,Fine,None,night
2024-05-30,116000,50600,Fine,None,day
2024-05-30,116200,50550,Fine,None,night
2024-05-30,157702,52020,Fine,None,night
2024-05-30,120600,50940,Fine,None,day
2024-05-30,110800,50410,Fine,None,night
2024-05-30,114201,50460,Fine,None,day
2024-05-30,114400,50570,Fine,None,night
2024-05-30,120701,50920,Fine,None,day
2024-05-30,116000,50600,Fine,None,night
2024-05-30,170501,52460,Fine,None,day
2024-05-30,170501,52460,Fine,None,night
2024-05-30,148200,51620,Fine,None,day
2024-05-30,148200,51620,Fine,None,night
2024-05-30,170502,52460,Fine,None,night
2024-05-30,158101,52000,Fine,None,night
2024-05-30,154802,51990,Fine,None,day
2024-05-30,117500,50670,Fine,None,night
2024-05-30,160901,52100,Fine,None,night
2024-05-30,157901,52020,Fine,None,night
2024-05-30,154802,51990,Fine,None,night
2024-05-30,148102,51790,Fine,None,day
2024-05-30,157901,52020,Fine,None,day
2024-05-30,148102,51790,Fine,None,night
2024-05-30,170502,52460,Fine,None,day
2024-05-30,148901,51960,Fine,None,day
2024-05-30,160902,52100,Fine,None,day
2024-05-30,110700,50460,Fine,None,night
2024-05-30,170600,52470,Fine,None,night
2024-05-30,148101,51740,Fine,None,night
2024-05-30,148101,51740,Fine,None,day
2024-05-30,158002,52000,Fine,None,day
2024-05-30,170600,52470,Fine,None,day
2024-05-30,158002,52000,Fine,None,night
2024-05-30,170700,52440,Fine,None,night
2024-05-30,117500,50670,Fine,None,day
2024-05-30,110700,50460,Fine,None,day
2024-05-30,120800,50770,Fine,None,night
2024-05-30,158001,52000,Fine,None,night
2024-05-30,148000,51650,Fine,None,night
2024-05-30,120800,50770,Fine,None,day
2024-05-30,170700,52440,Fine,None,day
2024-05-30,154901,51990,Fine,None,day
2024-05-30,116101,50610,Fine,None,night
2024-05-30,158001,52000,Fine,None,day
2024-05-30,161000,52120,Fine,None,day
2024-05-30,164001,52230,Fine,None,night
2024-05-30,156301,51940,Fine,None,day
2024-05-30,124600,50840,Fine,None,day
2024-05-30,147002,51720,Fine,None,night
2024-05-30,147100,51720,Fine,None,night
2024-05-30,147002,51720,Fine,None,day
2024-05-30,129400,51090,Fine,None,night
2024-05-30,129400,51090,Fine,None,day
2024-05-30,131000,51320,Fine,None,night
2024-05-30,121300,50790,Fine,None,night
2024-05-30,139601,51590,Fine,None,day
2024-05-30,146800,51610,Fine,None,day
2024-05-30,131300,51150,Fine,None,night
2024-05-30,124500,50950,Fine,None,night
2024-05-30,129101,51330,Fine,None,night
2024-05-30,139300,51430,Fine,None,day
2024-05-30,131600,51380,Fine,None,night
2024-05-30,147100,51720,Fine,None,day
2024-05-30,139601,51590,Fine,None,night
2024-05-30,140601,51530,Fine,None,night
2024-05-30,139700,51530,Fine,None,night
2024-05-30,131200,51170,Fine,None,night
2024-05-30,129300,51070,Fine,None,night
2024-05-30,131200,51170,Fine,None,day
2024-05-30,121401,50990,Fine,None,day
2024-05-30,140800,51460,Fine,None,day
2024-05-30,146800,51610,Fine,None,night
2024-05-30,129300,51070,Fine,None,day
2024-05-30,146501,51710,Fine,None,day
2024-05-30,139501,51560,Fine,None,night
2024-05-30,140700,51530,Fine,None,night
2024-05-30,121300,50790,Fine,None,day
2024-05-30,131000,51320,Fine,None,day
2024-05-30,130902,51340,Fine,None,night
2024-05-30,130902,51340,Fine,None,day
2024-05-30,139700,51530,Fine,None,day
2024-05-30,129501,51310,Fine,None,day
2024-05-30,140800,51460,Fine,None,night
2024-05-30,125201,51050,Fine,None,day
2024-05-30,146501,51710,Fine,None,night
2024-05-30,129101,51330,Fine,None,day
2024-05-30,131400,51130,Fine,None,day
2024-05-30,146700,51720,Fine,None,night
2024-05-30,131600,51380,Fine,None,day
2024-05-30,140901,51590,Fine,None,day
2024-05-30,124401,51020,Fine,None,day
2024-05-30,139300,51430,Fine,None,night
2024-05-30,131500,51340,Fine,None,day
2024-05-30,131500,51340,Fine,None,night
2024-05-30,140901,51590,Fine,None,night
2024-05-30,129201,51220,Fine,None,day
2024-05-30,129501,51310,Fine,None,night
2024-05-30,130901,51340,Fine,None,night
2024-05-30,131801,51180,Fine,None,day
2024-05-30,130901,51340,Fine,None,day
2024-05-30,147800,51670,Fine,None,day
2024-05-30,146700,51720,Fine,None,day
2024-05-30,139400,51400,Fine,None,day
2024-05-30,129201,51220,Fine,None,night
2024-05-30,131400,51130,Fine,None,night
2024-05-30,121500,50830,Fine,None,day
2024-05-30,121500,50830,Fine,None,night
2024-05-30,146600,51710,Fine,None,day
2024-05-30,140902,51590,Fine,None,day
2024-05-30,131700,51300,Fine,None,day
2024-05-30,131700,51300,Fine,None,night
2024-05-30,131801,51180,Fine,None,night
2024-05-30,139201,51190,Fine,None,day
2024-05-30,124401,51020,Fine,None,night
2024-05-30,139201,51190,Fine,None,night
2024-05-30,146600,51710,Fine,None,night
2024-05-30,125202,51050,Fine,None,day
2024-05-30,139501,51560,Fine,None,day
2024-05-30,139400,51400,Fine,None,night
2024-05-30,125201,51050,Fine,None,night
2024-05-30,121401,50990,Fine,None,night
2024-05-30,121600,50940,Fine,None,day
2024-05-30,130200,51140,Fine,None,day
2024-05-30,131100,51470,Fine,None,day
2024-05-30,140700,51530,Fine,None,day
2024-05-30,123702,50820,Fine,None,day
2024-05-30,134900,51350,Fine,None,day
2024-05-30,123702,50820,Fine,None,night
2024-05-30,126200,51030,Fine,None,night
2024-05-30,143800,51490,Fine,None,night
2024-05-30,123000,50970,Fine,None,day
2024-05-30,135500,51440,Fine,None,night
2024-05-30,135401,51360,Fine,None,night
2024-05-30,142202,51490,Fine,None,night
2024-05-30,143600,51580,Fine,None,night
2024-05-30,142202,51490,Fine,None,day
2024-05-30,127100,51040,Fine,None,day
2024-05-30,135500,51440,Fine,None,day
2024-05-30,143600,51580,Fine,None,day
2024-05-30,143500,51240,Fine,None,night
2024-05-30,134800,51150,Fine,None,day
2024-05-30,134800,51150,Fine,None,night
2024-05-30,137600,51480,Fine,None,night
2024-05-30,144101,51570,Fine,None,night
2024-05-30,143800,51490,Fine,None,day
2024-05-30,135100,51150,Fine,None,night
2024-05-30,137500,51950,Fine,None,night
2024-05-30,137500,51950,Fine,None,day
2024-05-30,126200,51030,Fine,None,day
2024-05-30,134900,51350,Fine,None,night
2024-05-30,134600,51360,Fine,None,night
