date,isHoliday,SA22023_V1_00_Filled,SA22023_V1_00_NAME,SA22023_V1_00_NAME_ASCII,SA32023_V1_00,SA32023_V1_00_NAME,SA32023_V1_00_NAME_ASCII,weatherA,weatherB,partOfDay,Traffic Count,Population
2024-06-03,1,157101,Turanga,Turanga,51880,Franklin North,Franklin North,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,124500,Te Atatū Peninsula Central,Te Atatu Peninsula Central,50950,Te Atatū Peninsula ,Te Atatu Peninsula,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,124500,Te Atatū Peninsula Central,Te Atatu Peninsula Central,50950,Te Atatū Peninsula ,Te Atatu Peninsula,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,166000,Pukekohe Central,Pukekohe Central,52310,Pukekohe Centre,Pukekohe Centre,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,166000,Pukekohe Central,Pukekohe Central,52310,Pukekohe Centre,Pukekohe Centre,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,163001,Papakura North,Papakura North,52200,Papakura,Papakura,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,163001,Papakura North,Papakura North,52200,Papakura,Papakura,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,121800,Beach Haven West,Beach Haven West,50900,Beach Haven ,Beach Haven ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,121800,Beach Haven West,Beach Haven West,50900,Beach Haven ,Beach Haven ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,155702,Ōtara South,Otara South,51980,Ōtara,Otara,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,155702,Ōtara South,Otara South,51980,Ōtara,Otara,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,125800,Hillcrest West (Auckland),Hillcrest West (Auckland),51030,Hillcrest (Auckland),Hillcrest (Auckland),Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,125800,Hillcrest West (Auckland),Hillcrest West (Auckland),51030,Hillcrest (Auckland),Hillcrest (Auckland),Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,141101,Mission Bay,Mission Bay,51250,Mission Bay,Mission Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,141101,Mission Bay,Mission Bay,51250,Mission Bay,Mission Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,154600,Botany Central,Botany Central,51820,East Tamaki,East Tamaki,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,154600,Botany Central,Botany Central,51820,East Tamaki,East Tamaki,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,121200,Sunnynook South,Sunnynook South,50790,Sunnynook ,Sunnynook ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,121200,Sunnynook South,Sunnynook South,50790,Sunnynook ,Sunnynook ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,156901,Baverstock,Baverstock,52000,Flat Bush,Flat Bush,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,156901,Baverstock,Baverstock,52000,Flat Bush,Flat Bush,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,131900,Mount Albert West,Mount Albert West,51440,Mount Albert,Mount Albert,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,131900,Mount Albert West,Mount Albert West,51440,Mount Albert,Mount Albert,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,152800,Māngere South East,Mangere South East,51960,Māngere ,Mangere ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,152800,Māngere South East,Mangere South East,51960,Māngere ,Mangere ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,132300,New Lynn North,New Lynn North,51350,New Lynn ,New Lynn ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,132300,New Lynn North,New Lynn North,51350,New Lynn ,New Lynn ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,141201,Three Kings North,Three Kings North,51540,Three Kings,Three Kings,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,141201,Three Kings North,Three Kings North,51540,Three Kings,Three Kings,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,160000,Rowandale East,Rowandale East,52100,Manurewa,Manurewa,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,160000,Rowandale East,Rowandale East,52100,Manurewa,Manurewa,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,113600,Kingsway,Kingsway,50540,Red Beach,Red Beach,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,113600,Kingsway,Kingsway,50540,Red Beach,Red Beach,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,141600,Remuera Waiata,Remuera Waiata,51400,Remuera,Remuera,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,141600,Remuera Waiata,Remuera Waiata,51400,Remuera,Remuera,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,130601,Avondale Rosebank (Auckland),Avondale Rosebank (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,130601,Avondale Rosebank (Auckland),Avondale Rosebank (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,148200,Favona North,Favona North,51620,Favona ,Favona ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,148200,Favona North,Favona North,51620,Favona ,Favona ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,122200,Campbells Bay,Campbells Bay,50780,Campbells Bay,Campbells Bay,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,122200,Campbells Bay,Campbells Bay,50780,Campbells Bay,Campbells Bay,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,116401,Taupaki,Taupaki,50870,Taupaki,Taupaki,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,116401,Taupaki,Taupaki,50870,Taupaki,Taupaki,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,129400,Bayswater,Bayswater,51090,Bayswater,Bayswater,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,129400,Bayswater,Bayswater,51090,Bayswater,Bayswater,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,137400,Parnell East,Parnell East,51200,Parnell,Parnell,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,137400,Parnell East,Parnell East,51200,Parnell,Parnell,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,129600,Glen Eden West,Glen Eden West,51340,Glen Eden,Glen Eden,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,129600,Glen Eden West,Glen Eden West,51340,Glen Eden,Glen Eden,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,118200,Browns Bay South West,Browns Bay South West,50710,Browns Bay,Browns Bay,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,118200,Browns Bay South West,Browns Bay South West,50710,Browns Bay,Browns Bay,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,139802,Mount Roskill Nirvana,Mount Roskill Nirvana,51530,Mount Roskill,Mount Roskill,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,139802,Mount Roskill Nirvana,Mount Roskill Nirvana,51530,Mount Roskill,Mount Roskill,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,112101,Wainui-Waiwera,Wainui-Waiwera,50410,Rodney East,Rodney East,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,112101,Wainui-Waiwera,Wainui-Waiwera,50410,Rodney East,Rodney East,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,130902,Glen Eden Konini,Glen Eden Konini,51340,Glen Eden,Glen Eden,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,130902,Glen Eden Konini,Glen Eden Konini,51340,Glen Eden,Glen Eden,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,136700,Titirangi South,Titirangi South,51360,Titirangi,Titirangi,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,136700,Titirangi South,Titirangi South,51360,Titirangi,Titirangi,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,153400,Cockle Bay,Cockle Bay,51890,Cockle Bay,Cockle Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,153400,Cockle Bay,Cockle Bay,51890,Cockle Bay,Cockle Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,161201,Wattle Downs North,Wattle Downs North,52170,Wattle Downs,Wattle Downs,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,161201,Wattle Downs North,Wattle Downs North,52170,Wattle Downs,Wattle Downs,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,125500,Westlake,Westlake,51000,Milford,Milford,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,125500,Westlake,Westlake,51000,Milford,Milford,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,120101,Birdwood West,Birdwood West,50860,Waitākere West,Waitakere West,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,120101,Birdwood West,Birdwood West,50860,Waitākere West,Waitakere West,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,112401,Helensville,Helensville,50500,Helensville,Helensville,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,112401,Helensville,Helensville,50500,Helensville,Helensville,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,146000,Mount Wellington North East,Mount Wellington North East,51710,Mount Wellington,Mount Wellington,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,146000,Mount Wellington North East,Mount Wellington North East,51710,Mount Wellington,Mount Wellington,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,137201,Blockhouse Bay North,Blockhouse Bay North,51560,Blockhouse Bay ,Blockhouse Bay ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,137201,Blockhouse Bay North,Blockhouse Bay North,51560,Blockhouse Bay ,Blockhouse Bay ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,142002,Hillsborough North (Auckland),Hillsborough North (Auckland),51580,Hillsborough (Auckland),Hillsborough (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,142002,Hillsborough North (Auckland),Hillsborough North (Auckland),51580,Hillsborough (Auckland),Hillsborough (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,161600,Takanini North,Takanini North,52110,Takanini ,Takanini ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,161600,Takanini North,Takanini North,52110,Takanini ,Takanini ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,135600,New Lynn Central South,New Lynn Central South,51350,New Lynn ,New Lynn ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,135600,New Lynn Central South,New Lynn Central South,51350,New Lynn ,New Lynn ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,112901,Orewa South,Orewa South,50480,Orewa,Orewa,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,112901,Orewa South,Orewa South,50480,Orewa,Orewa,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,133700,Shortland Street,Shortland Street,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,133700,Shortland Street,Shortland Street,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,124000,Glenfield Central,Glenfield Central,50840,Glenfield ,Glenfield ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,124000,Glenfield Central,Glenfield Central,50840,Glenfield ,Glenfield ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,164700,Waiuku Central,Waiuku Central,52320,Waiuku,Waiuku,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,164700,Waiuku Central,Waiuku Central,52320,Waiuku,Waiuku,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128000,Waitākere Ranges South,Waitakere Ranges South,50860,Waitākere West,Waitakere West,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128000,Waitākere Ranges South,Waitakere Ranges South,50860,Waitākere West,Waitakere West,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,135100,Symonds Street North West,Symonds Street North West,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,135100,Symonds Street North West,Symonds Street North West,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,151000,Māngere South,Mangere South,51960,Māngere ,Mangere ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,151000,Māngere South,Mangere South,51960,Māngere ,Mangere ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,125202,Birkenhead North West,Birkenhead North West,51050,Birkenhead ,Birkenhead ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,125202,Birkenhead North West,Birkenhead North West,51050,Birkenhead ,Birkenhead ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,135800,St Lukes,St Lukes,51440,Mount Albert,Mount Albert,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,135800,St Lukes,St Lukes,51440,Mount Albert,Mount Albert,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,138100,Balmoral,Balmoral,51430,Mount Eden  ,Mount Eden  ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,138100,Balmoral,Balmoral,51430,Mount Eden  ,Mount Eden  ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,115800,Manly East,Manly East,50580,Manly,Manly,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,115800,Manly East,Manly East,50580,Manly,Manly,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,137000,Sandringham Central,Sandringham Central,51480,Sandringham ,Sandringham ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,137000,Sandringham Central,Sandringham Central,51480,Sandringham ,Sandringham ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,147002,Tamaki East,Tamaki East,51720,Panmure,Panmure,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,147002,Tamaki East,Tamaki East,51720,Panmure,Panmure,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,122101,Bayview South (Auckland),Bayview South (Auckland),50990,Bayview (Auckland),Bayview (Auckland),Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,122101,Bayview South (Auckland),Bayview South (Auckland),50990,Bayview (Auckland),Bayview (Auckland),Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,150500,Pakuranga Heights North West,Pakuranga Heights North West,51760,Pakuranga Heights ,Pakuranga Heights ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,150500,Pakuranga Heights North West,Pakuranga Heights North West,51760,Pakuranga Heights ,Pakuranga Heights ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,113500,Dairy Flat West,Dairy Flat West,50530,Dairy Flat,Dairy Flat,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,113500,Dairy Flat West,Dairy Flat West,50530,Dairy Flat,Dairy Flat,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,145800,Glen Innes East-Wai O Taiki Bay,Glen Innes East-Wai O Taiki Bay,51640,Glen Innes-Wai O Taiki Bay,Glen Innes-Wai O Taiki Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,145800,Glen Innes East-Wai O Taiki Bay,Glen Innes East-Wai O Taiki Bay,51640,Glen Innes-Wai O Taiki Bay,Glen Innes-Wai O Taiki Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,164001,Ōpaheke,Opaheke,52230,Ōpaheke,Opaheke,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,164001,Ōpaheke,Opaheke,52230,Ōpaheke,Opaheke,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,112600,Waikoukou Valley,Waikoukou Valley,50500,Helensville,Helensville,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,112600,Waikoukou Valley,Waikoukou Valley,50500,Helensville,Helensville,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,158300,Hilltop (Auckland),Hilltop (Auckland),52000,Flat Bush,Flat Bush,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,158300,Hilltop (Auckland),Hilltop (Auckland),52000,Flat Bush,Flat Bush,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,123600,Forrest Hill East,Forrest Hill East,50810,Forrest Hill ,Forrest Hill ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,123600,Forrest Hill East,Forrest Hill East,50810,Forrest Hill ,Forrest Hill ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,111601,Kaukapakapa,Kaukapakapa,50470,Kaukapakapa-Waitoki,Kaukapakapa-Waitoki,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,111601,Kaukapakapa,Kaukapakapa,50470,Kaukapakapa-Waitoki,Kaukapakapa-Waitoki,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,144001,Glendowie North,Glendowie North,51260,Glendowie ,Glendowie ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,144001,Glendowie North,Glendowie North,51260,Glendowie ,Glendowie ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,117002,Whenuapai West,Whenuapai West,50890,Whenuapai,Whenuapai,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,117002,Whenuapai West,Whenuapai West,50890,Whenuapai,Whenuapai,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,166301,Bombay Hills,Bombay Hills,51970,Franklin Central,Franklin Central,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,166301,Bombay Hills,Bombay Hills,51970,Franklin Central,Franklin Central,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,122600,Forrest Hill North,Forrest Hill North,50810,Forrest Hill ,Forrest Hill ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,122600,Forrest Hill North,Forrest Hill North,50810,Forrest Hill ,Forrest Hill ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,140200,Epsom Central-North,Epsom Central-North,51460,Epsom ,Epsom ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,140200,Epsom Central-North,Epsom Central-North,51460,Epsom ,Epsom ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,127002,Te Atatū South-Central,Te Atatu South-Central,50980,Te Atatū South,Te Atatu South,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,127002,Te Atatū South-Central,Te Atatu South-Central,50980,Te Atatū South,Te Atatu South,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,146301,Point England North,Point England North,51680,Point England,Point England,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,146301,Point England North,Point England North,51680,Point England,Point England,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,125900,Milford Central,Milford Central,51000,Milford,Milford,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,125900,Milford Central,Milford Central,51000,Milford,Milford,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,162901,Clevedon,Clevedon,51880,Franklin North,Franklin North,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,162901,Clevedon,Clevedon,51880,Franklin North,Franklin North,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,120301,West Harbour Clearwater Cove,West Harbour Clearwater Cove,50920,West Harbour,West Harbour,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,120301,West Harbour Clearwater Cove,West Harbour Clearwater Cove,50920,West Harbour,West Harbour,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,147202,Mount Wellington Hamlin,Mount Wellington Hamlin,51710,Mount Wellington,Mount Wellington,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,147202,Mount Wellington Hamlin,Mount Wellington Hamlin,51710,Mount Wellington,Mount Wellington,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,132002,Avondale North East (Auckland),Avondale North East (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,132002,Avondale North East (Auckland),Avondale North East (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,165400,Anselmi Ridge,Anselmi Ridge,52280,Pukekohe North East,Pukekohe North East,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,165400,Anselmi Ridge,Anselmi Ridge,52280,Pukekohe North East,Pukekohe North East,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,113900,Red Beach West,Red Beach West,50540,Red Beach,Red Beach,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,113900,Red Beach West,Red Beach West,50540,Red Beach,Red Beach,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,154701,Dannemora North-Shamrock Park,Dannemora North-Shamrock Park,51930,Dannemora,Dannemora,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,154701,Dannemora North-Shamrock Park,Dannemora North-Shamrock Park,51930,Dannemora,Dannemora,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,115700,Gulf Harbour North,Gulf Harbour North,50550,Gulf Harbour,Gulf Harbour,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,115700,Gulf Harbour North,Gulf Harbour North,50550,Gulf Harbour,Gulf Harbour,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,158402,Wiri East,Wiri East,52060,Wiri,Wiri,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,158402,Wiri East,Wiri East,52060,Wiri,Wiri,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,138800,Wesley South,Wesley South,51520,Wesley,Wesley,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,138800,Wesley South,Wesley South,51520,Wesley,Wesley,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,159201,Homai West,Homai West,52100,Manurewa,Manurewa,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,159201,Homai West,Homai West,52100,Manurewa,Manurewa,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,148901,Māngere West,Mangere West,51960,Māngere ,Mangere ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,148901,Māngere West,Mangere West,51960,Māngere ,Mangere ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,157500,Chapel Downs,Chapel Downs,52000,Flat Bush,Flat Bush,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,157500,Chapel Downs,Chapel Downs,52000,Flat Bush,Flat Bush,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,118600,North Harbour,North Harbour,50750,North Harbour/Rosedale,North Harbour/Rosedale,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,118600,North Harbour,North Harbour,50750,North Harbour/Rosedale,North Harbour/Rosedale,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,149400,Favona East,Favona East,51620,Favona ,Favona ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,149400,Favona East,Favona East,51620,Favona ,Favona ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,117001,Whenuapai,Whenuapai,50890,Whenuapai,Whenuapai,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,117001,Whenuapai,Whenuapai,50890,Whenuapai,Whenuapai,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,132800,Grey Lynn Central,Grey Lynn Central,51380,Grey Lynn ,Grey Lynn ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,132800,Grey Lynn Central,Grey Lynn Central,51380,Grey Lynn ,Grey Lynn ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,127801,Henderson Valley Park,Henderson Valley Park,50960,Henderson,Henderson,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,127801,Henderson Valley Park,Henderson Valley Park,50960,Henderson,Henderson,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,164900,Kendallvale,Kendallvale,52320,Waiuku,Waiuku,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,164900,Kendallvale,Kendallvale,52320,Waiuku,Waiuku,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,160700,Weymouth South,Weymouth South,52140,Weymouth ,Weymouth ,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,160700,Weymouth South,Weymouth South,52140,Weymouth ,Weymouth ,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,115601,Dairy Flat South,Dairy Flat South,50530,Dairy Flat,Dairy Flat,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,115601,Dairy Flat South,Dairy Flat South,50530,Dairy Flat,Dairy Flat,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,114801,Ōkura Bush,Okura Bush,50440,Hibiscus and Bays Rural,Hibiscus and Bays Rural,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,114801,Ōkura Bush,Okura Bush,50440,Hibiscus and Bays Rural,Hibiscus and Bays Rural,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128800,Hauraki,Hauraki,51060,Hauraki,Hauraki,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128800,Hauraki,Hauraki,51060,Hauraki,Hauraki,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,119100,Greenhithe East,Greenhithe East,50650,Greenhithe,Greenhithe,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,119100,Greenhithe East,Greenhithe East,50650,Greenhithe,Greenhithe,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128901,Glendene North West,Glendene North West,51310,Glendene,Glendene,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,128901,Glendene North West,Glendene North West,51310,Glendene,Glendene,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,165700,Rosa Birch Park,Rosa Birch Park,52290,Pukekohe West,Pukekohe West,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-03,1,165700,Rosa Birch Park,Rosa Birch Park,52290,Pukekohe West,Pukekohe West,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-03,1,130400,Ponsonby West,Ponsonby West,51170,Ponsonby,Ponsonby,Fine,Null,day,3941651.26446281,1678000.0
2024-06-03,1,130400,Ponsonby West,Ponsonby West,51170,Ponsonby,Ponsonby,Fine,Null,night,3941651.26446281,1678000.0
2024-06-03,1,141700,Epsom South,Epsom South,51460,Epsom ,Epsom ,Fine,Null,night,3941651.26446281,1678000.0
