date,isHoliday,SA22023_V1_00_Filled,SA22023_V1_00_NAME,SA22023_V1_00_NAME_ASCII,SA32023_V1_00,SA32023_V1_00_NAME,SA32023_V1_00_NAME_ASCII,weatherA,weatherB,partOfDay,Traffic Count,Population
2024-06-01,0,123400,Forrest Hill West,Forrest Hill West,50810,Forrest Hill ,Forrest Hill ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,137701,Mount Eden North East,Mount Eden North East,51430,Mount Eden  ,Mount Eden  ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,137701,Mount Eden North East,Mount Eden North East,51430,Mount Eden  ,Mount Eden  ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,164603,Waihoehoe,Waihoehoe,51970,Franklin Central,Franklin Central,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,164603,Waihoehoe,Waihoehoe,51970,Franklin Central,Franklin Central,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,136601,New Windsor North,New Windsor North,51510,New Windsor ,New Windsor ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,136601,New Windsor North,New Windsor North,51510,New Windsor ,New Windsor ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,156800,Rongomai West,Rongomai West,51980,Ōtara,Otara,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,156800,Rongomai West,Rongomai West,51980,Ōtara,Otara,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,117003,Massey Red Hills,Massey Red Hills,50940,Massey,Massey,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,117003,Massey Red Hills,Massey Red Hills,50940,Massey,Massey,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,146700,Panmure West,Panmure West,51720,Panmure,Panmure,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,146700,Panmure West,Panmure West,51720,Panmure,Panmure,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,123500,Wairau Valley,Wairau Valley,50840,Glenfield ,Glenfield ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,123500,Wairau Valley,Wairau Valley,50840,Glenfield ,Glenfield ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,150600,Mellons Bay,Mellons Bay,51850,Mellons Bay,Mellons Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,150600,Mellons Bay,Mellons Bay,51850,Mellons Bay,Mellons Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,136400,Parnell West,Parnell West,51200,Parnell,Parnell,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,136400,Parnell West,Parnell West,51200,Parnell,Parnell,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,130300,Westmere South-Western Springs,Westmere South-Western Springs,51210,Westmere ,Westmere ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,130300,Westmere South-Western Springs,Westmere South-Western Springs,51210,Westmere ,Westmere ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,128200,Northcote Point (Auckland),Northcote Point (Auckland),51110,Northcote Point (Auckland),Northcote Point (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,128200,Northcote Point (Auckland),Northcote Point (Auckland),51110,Northcote Point (Auckland),Northcote Point (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,123000,Rānui North,Ranui North,50970,Rānui (Auckland),Ranui (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,123000,Rānui North,Ranui North,50970,Rānui (Auckland),Ranui (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,154901,Papatoetoe Central West,Papatoetoe Central West,51990,Papatoetoe,Papatoetoe,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,154901,Papatoetoe Central West,Papatoetoe Central West,51990,Papatoetoe,Papatoetoe,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159301,The Gardens (Auckland),The Gardens (Auckland),52050,The Gardens (Auckland),The Gardens (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159301,The Gardens (Auckland),The Gardens (Auckland),52050,The Gardens (Auckland),The Gardens (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,123100,Glenfield West,Glenfield West,50840,Glenfield ,Glenfield ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,123100,Glenfield West,Glenfield West,50840,Glenfield ,Glenfield ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,149300,Half Moon Bay South East,Half Moon Bay South East,51670,Half Moon Bay,Half Moon Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,149300,Half Moon Bay South East,Half Moon Bay South East,51670,Half Moon Bay,Half Moon Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,114201,Waimauku,Waimauku,50460,Rodney West,Rodney West,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,114201,Waimauku,Waimauku,50460,Rodney West,Rodney West,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,135900,Symonds Street East,Symonds Street East,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,135900,Symonds Street East,Symonds Street East,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,138501,Newmarket,Newmarket,51420,Newmarket,Newmarket,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,138501,Newmarket,Newmarket,51420,Newmarket,Newmarket,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,146800,Māngere Bridge,Mangere Bridge,51610,Māngere Bridge,Mangere Bridge,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,146800,Māngere Bridge,Mangere Bridge,51610,Māngere Bridge,Mangere Bridge,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,160800,Manurewa East,Manurewa East,52100,Manurewa,Manurewa,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,160800,Manurewa East,Manurewa East,52100,Manurewa,Manurewa,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,122400,Beach Haven East,Beach Haven East,50900,Beach Haven ,Beach Haven ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,122400,Beach Haven East,Beach Haven East,50900,Beach Haven ,Beach Haven ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,131200,Ponsonby East,Ponsonby East,51170,Ponsonby,Ponsonby,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,131200,Ponsonby East,Ponsonby East,51170,Ponsonby,Ponsonby,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,120900,Massey Royal Road West,Massey Royal Road West,50940,Massey,Massey,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,120900,Massey Royal Road West,Massey Royal Road West,50940,Massey,Massey,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,141000,Remuera South,Remuera South,51400,Remuera,Remuera,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,141000,Remuera South,Remuera South,51400,Remuera,Remuera,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,114600,Stanmore Bay West,Stanmore Bay West,50570,Stanmore Bay,Stanmore Bay,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,114600,Stanmore Bay West,Stanmore Bay West,50570,Stanmore Bay,Stanmore Bay,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,133100,Avondale Central (Auckland),Avondale Central (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,133100,Avondale Central (Auckland),Avondale Central (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,155901,Papatoetoe South West,Papatoetoe South West,51990,Papatoetoe,Papatoetoe,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,155901,Papatoetoe South West,Papatoetoe South West,51990,Papatoetoe,Papatoetoe,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,165001,Puni,Puni,52260,Patumāhoe,Patumahoe,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165001,Puni,Puni,52260,Patumāhoe,Patumahoe,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,149001,Pakuranga West,Pakuranga West,51790,Pakuranga,Pakuranga,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,149001,Pakuranga West,Pakuranga West,51790,Pakuranga,Pakuranga,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,165200,Hunua,Hunua,52190,Hunua-Ararimu,Hunua-Ararimu,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165200,Hunua,Hunua,52190,Hunua-Ararimu,Hunua-Ararimu,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,128700,Rosebank Peninsula,Rosebank Peninsula,51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,128700,Rosebank Peninsula,Rosebank Peninsula,51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,121600,Royal Heights North,Royal Heights North,50940,Massey,Massey,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,121600,Royal Heights North,Royal Heights North,50940,Massey,Massey,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,152201,Botany Downs West,Botany Downs West,51780,Botany Downs,Botany Downs,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,152201,Botany Downs West,Botany Downs West,51780,Botany Downs,Botany Downs,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,153100,Golflands,Golflands,51800,Golflands,Golflands,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,153100,Golflands,Golflands,51800,Golflands,Golflands,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,121300,Sunnynook North,Sunnynook North,50790,Sunnynook ,Sunnynook ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,121300,Sunnynook North,Sunnynook North,50790,Sunnynook ,Sunnynook ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,149100,Mount Wellington South West,Mount Wellington South West,51710,Mount Wellington,Mount Wellington,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,149100,Mount Wellington South West,Mount Wellington South West,51710,Mount Wellington,Mount Wellington,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,151800,Massey Road West,Massey Road West,52010,Māngere East,Mangere East,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,151800,Massey Road West,Massey Road West,52010,Māngere East,Mangere East,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,160100,Manurewa Central,Manurewa Central,52100,Manurewa,Manurewa,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,160100,Manurewa Central,Manurewa Central,52100,Manurewa,Manurewa,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,163501,Papakura Kelvin,Papakura Kelvin,52200,Papakura,Papakura,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,163501,Papakura Kelvin,Papakura Kelvin,52200,Papakura,Papakura,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,137100,Glenavon,Glenavon,51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,137100,Glenavon,Glenavon,51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,157400,Maraetai,Maraetai,51840,Maraetai,Maraetai,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,157400,Maraetai,Maraetai,51840,Maraetai,Maraetai,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,154400,Ōtara Central,Otara Central,51980,Ōtara,Otara,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,154400,Ōtara Central,Otara Central,51980,Ōtara,Otara,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,124401,Birkdale South,Birkdale South,51020,Birkdale,Birkdale,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,124401,Birkdale South,Birkdale South,51020,Birkdale,Birkdale,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,142802,One Tree Hill Amaru,One Tree Hill Amaru,51500,One Tree Hill,One Tree Hill,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,142802,One Tree Hill Amaru,One Tree Hill Amaru,51500,One Tree Hill,One Tree Hill,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,128501,Te Atatū South-McLeod South,Te Atatu South-McLeod South,50980,Te Atatū South,Te Atatu South,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,128501,Te Atatū South-McLeod South,Te Atatu South-McLeod South,50980,Te Atatū South,Te Atatu South,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,133000,Devonport,Devonport,51120,Devonport,Devonport,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,133000,Devonport,Devonport,51120,Devonport,Devonport,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,117600,Oteha East,Oteha East,50700,Oteha ,Oteha ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,117600,Oteha East,Oteha East,50700,Oteha ,Oteha ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165101,Ramarama,Ramarama,51970,Franklin Central,Franklin Central,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165101,Ramarama,Ramarama,51970,Franklin Central,Franklin Central,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,135000,Avondale South (Auckland),Avondale South (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,135000,Avondale South (Auckland),Avondale South (Auckland),51300,Avondale (Auckland),Avondale (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,111400,Sandspit,Sandspit,50430,Mahurangi Peninsula,Mahurangi Peninsula,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,111400,Sandspit,Sandspit,50430,Mahurangi Peninsula,Mahurangi Peninsula,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,158502,Goodwood Heights East,Goodwood Heights East,52040,Goodwood Heights,Goodwood Heights,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,158502,Goodwood Heights East,Goodwood Heights East,52040,Goodwood Heights,Goodwood Heights,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159401,Clarks Beach,Clarks Beach,52150,Franklin West,Franklin West,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159401,Clarks Beach,Clarks Beach,52150,Franklin West,Franklin West,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,157000,Puhinui East,Puhinui East,52030,Manukau,Manukau,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,157000,Puhinui East,Puhinui East,52030,Manukau,Manukau,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,157901,Clover Park South,Clover Park South,52020,Clover Park ,Clover Park ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,157901,Clover Park South,Clover Park South,52020,Clover Park ,Clover Park ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,110700,South Head,South Head,50460,Rodney West,Rodney West,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,110700,South Head,South Head,50460,Rodney West,Rodney West,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,166100,Pukekohe Hospital,Pukekohe Hospital,52310,Pukekohe Centre,Pukekohe Centre,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,166100,Pukekohe Hospital,Pukekohe Hospital,52310,Pukekohe Centre,Pukekohe Centre,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,142901,Hillsborough Central (Auckland),Hillsborough Central (Auckland),51580,Hillsborough (Auckland),Hillsborough (Auckland),Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,142901,Hillsborough Central (Auckland),Hillsborough Central (Auckland),51580,Hillsborough (Auckland),Hillsborough (Auckland),Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,148501,Māngere North,Mangere North,51960,Māngere ,Mangere ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,148501,Māngere North,Mangere North,51960,Māngere ,Mangere ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,138301,New Windsor South,New Windsor South,51510,New Windsor ,New Windsor ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,138301,New Windsor South,New Windsor South,51510,New Windsor ,New Windsor ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,127701,Te Atatū South-McLeod North,Te Atatu South-McLeod North,50980,Te Atatū South,Te Atatu South,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,127701,Te Atatū South-McLeod North,Te Atatu South-McLeod North,50980,Te Atatū South,Te Atatu South,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,146302,Point England South,Point England South,51680,Point England,Point England,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,146302,Point England South,Point England South,51680,Point England,Point England,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,156101,Middlefield,Middlefield,51940,East Tamaki Heights,East Tamaki Heights,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,156101,Middlefield,Middlefield,51940,East Tamaki Heights,East Tamaki Heights,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,144800,Ellerslie South,Ellerslie South,51700,Ellerslie,Ellerslie,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,144800,Ellerslie South,Ellerslie South,51700,Ellerslie,Ellerslie,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,142501,Waikowhai Bay,Waikowhai Bay,51600,Waikowhai,Waikowhai,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,142501,Waikowhai Bay,Waikowhai Bay,51600,Waikowhai,Waikowhai,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,150302,Ōtāhuhu North East,Otahuhu North East,51830,Ōtāhuhu,Otahuhu,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,150302,Ōtāhuhu North East,Otahuhu North East,51830,Ōtāhuhu,Otahuhu,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,156500,Puhinui North,Puhinui North,51990,Papatoetoe,Papatoetoe,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,156500,Puhinui North,Puhinui North,51990,Papatoetoe,Papatoetoe,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,133400,Hobson Ridge Central,Hobson Ridge Central,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,133400,Hobson Ridge Central,Hobson Ridge Central,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,162400,Glenbrook,Glenbrook,52150,Franklin West,Franklin West,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,162400,Glenbrook,Glenbrook,52150,Franklin West,Franklin West,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,138200,Sandringham East,Sandringham East,51480,Sandringham ,Sandringham ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,138200,Sandringham East,Sandringham East,51480,Sandringham ,Sandringham ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,151400,Ōtāhuhu South West,Otahuhu South West,51830,Ōtāhuhu,Otahuhu,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,151400,Ōtāhuhu South West,Otahuhu South West,51830,Ōtāhuhu,Otahuhu,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,143700,Saint Johns West,Saint Johns West,51660,Saint Johns,Saint Johns,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,143700,Saint Johns West,Saint Johns West,51660,Saint Johns,Saint Johns,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,158800,Burbank,Burbank,52100,Manurewa,Manurewa,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,158800,Burbank,Burbank,52100,Manurewa,Manurewa,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,163100,Pahurehure,Pahurehure,52210,Pahurehure,Pahurehure,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,163100,Pahurehure,Pahurehure,52210,Pahurehure,Pahurehure,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,119600,Westgate South,Westgate South,50930,Westgate,Westgate,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,119600,Westgate South,Westgate South,50930,Westgate,Westgate,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,138400,Mount Eden West,Mount Eden West,51430,Mount Eden  ,Mount Eden  ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,138400,Mount Eden West,Mount Eden West,51430,Mount Eden  ,Mount Eden  ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,113402,Dairy Flat North,Dairy Flat North,50530,Dairy Flat,Dairy Flat,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,113402,Dairy Flat North,Dairy Flat North,50530,Dairy Flat,Dairy Flat,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,147100,Panmure East,Panmure East,51720,Panmure,Panmure,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,147100,Panmure East,Panmure East,51720,Panmure,Panmure,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,154001,Papatoetoe North,Papatoetoe North,51990,Papatoetoe,Papatoetoe,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,154001,Papatoetoe North,Papatoetoe North,51990,Papatoetoe,Papatoetoe,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,159900,Rowandale West,Rowandale West,52100,Manurewa,Manurewa,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,159900,Rowandale West,Rowandale West,52100,Manurewa,Manurewa,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,116101,Kumeū Rural East,Kumeu Rural East,50610,Kumeū,Kumeu,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,116101,Kumeū Rural East,Kumeu Rural East,50610,Kumeū,Kumeu,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,148600,Favona West,Favona West,51620,Favona ,Favona ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,148600,Favona West,Favona West,51620,Favona ,Favona ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,124301,Henderson Larnoch,Henderson Larnoch,50960,Henderson,Henderson,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,124301,Henderson Larnoch,Henderson Larnoch,50960,Henderson,Henderson,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,133301,Quay Street-Customs Street,Quay Street-Customs Street,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,133301,Quay Street-Customs Street,Quay Street-Customs Street,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,117202,Torbay East,Torbay East,50670,Torbay-Waiake,Torbay-Waiake,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,117202,Torbay East,Torbay East,50670,Torbay-Waiake,Torbay-Waiake,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,134301,Karangahape West,Karangahape West,51150,Auckland City Centre,Auckland City Centre,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,134301,Karangahape West,Karangahape West,51150,Auckland City Centre,Auckland City Centre,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,154202,Aorere South East,Aorere South East,51990,Papatoetoe,Papatoetoe,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,154202,Aorere South East,Aorere South East,51990,Papatoetoe,Papatoetoe,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159101,Homai East,Homai East,52100,Manurewa,Manurewa,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,159101,Homai East,Homai East,52100,Manurewa,Manurewa,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,150200,Māngere Central,Mangere Central,51960,Māngere ,Mangere ,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,150200,Māngere Central,Mangere Central,51960,Māngere ,Mangere ,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,162000,Takanini West,Takanini West,52110,Takanini ,Takanini ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,162000,Takanini West,Takanini West,52110,Takanini ,Takanini ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,148401,Farm Cove,Farm Cove,51730,Farm Cove,Farm Cove,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,148401,Farm Cove,Farm Cove,51730,Farm Cove,Farm Cove,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,125400,Milford West,Milford West,51000,Milford,Milford,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,125400,Milford West,Milford West,51000,Milford,Milford,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,146201,Mount Wellington Ferndale,Mount Wellington Ferndale,51710,Mount Wellington,Mount Wellington,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,146201,Mount Wellington Ferndale,Mount Wellington Ferndale,51710,Mount Wellington,Mount Wellington,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,152101,Massey Road North,Massey Road North,52010,Māngere East,Mangere East,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,152101,Massey Road North,Massey Road North,52010,Māngere East,Mangere East,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,111200,Puhoi Valley,Puhoi Valley,50410,Rodney East,Rodney East,Mist or Fog,Null,day,3941651.26446281,1678000.0
2024-06-01,0,111200,Puhoi Valley,Puhoi Valley,50410,Rodney East,Rodney East,Mist or Fog,Null,night,3941651.26446281,1678000.0
2024-06-01,0,155000,Sunkist Bay,Sunkist Bay,51860,Beachlands,Beachlands,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,155000,Sunkist Bay,Sunkist Bay,51860,Beachlands,Beachlands,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,139900,Mount Eden South,Mount Eden South,51430,Mount Eden  ,Mount Eden  ,Fine,Null,night,3941651.26446281,1678000.0
2024-06-01,0,139900,Mount Eden South,Mount Eden South,51430,Mount Eden  ,Mount Eden  ,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,165502,Pukekohe South West,Pukekohe South West,52290,Pukekohe West,Pukekohe West,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165502,Pukekohe South West,Pukekohe South West,52290,Pukekohe West,Pukekohe West,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,165501,Pukekohe West,Pukekohe West,52290,Pukekohe West,Pukekohe West,Light rain,Null,night,3941651.26446281,1678000.0
2024-06-01,0,165501,Pukekohe West,Pukekohe West,52290,Pukekohe West,Pukekohe West,Light rain,Null,day,3941651.26446281,1678000.0
2024-06-01,0,147400,Sylvia Park,Sylvia Park,51710,Mount Wellington,Mount Wellington,Fine,Null,day,3941651.26446281,1678000.0
2024-06-01,0,147400,Sylvia Park,Sylvia Park,51710,Mount Wellington,Mount Wellington,Fine,Null,night,3941651.26446281,1678000.0
